"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 22.3166666666667 30.1840781112919 20.6155827628141 4.03629786739412 7.86631469931317 2.80891203484266
2 14.6428571428571 14.1872620107385 23.5274612798258 3.35779396803435 9.60189601039355 2.3643680337497
3 14.4472222222222 17.9939114482191 28.2791644879242 2.33136937142482 13.4743211038539 1.9640957056964
4 32.5 42.5589210942416 31.6728669950739 2.01763756541694 17.3664860426929 1.68306914868482
5 66.6833333333333 43.1919205407678 34.292174432497 2.1168586875864 20.9220323434033 1.23682914373502
6 65.8648648648649 58.2909665967788 36.2547352771491 2.21888651458377 22.6849221142325 2.07664773582493
7 67.6555555555556 79.2691813450291 37.0916965352449 1.99712998923934 23.3722819593787 0.790046185557618
8 69.4777777777778 54.9276672991001 37.006078255675 1.693253595485 23.4782407407407 0.559045698188667
9 134.632432432432 97.6611291207568 33.6143218017084 2.02355084729062 21.7004197936594 0.960375282033159
10 39.4527777777778 42.4488094136328 30.0340635685741 1.68326419271443 17.5695793680221 1.1332948464154
11 17.9914285714286 24.7735671684984 25.535921182266 3.24014064301471 12.6130213464696 2.27009636996047
12 18.15 24.3747043494113 21.7262048046261 3.6021638306157 8.75281202581144 2.80952554405859
