"anio" "ppAcc" "mTmax" "mTmin"
1970 724 28.8002739726027 16.2082191780822
1971 659 30.5150684931507 17.2849315068493
1972 815 30.2199453551913 16.7650273224044
1973 1091 28.2547945205479 16.1095890410959
1974 292 30.6 15.6835616438356
1975 776.7 28.8495890410959 14.7164383561644
1976 541.8 24.7023728813559 12.6084745762712
1977 493.7 29.4876712328767 15.9178082191781
1978 822 28.9706849315068 16.241095890411
1979 449.9 29.0301369863014 15.7027397260274
1980 445.9 29.9650273224044 16.4412568306011
1981 753.9 28.7394520547945 16.1876712328767
1982 402 30.4104109589041 15.9345205479452
1983 710.2 28.9174698795181 15.1129518072289
1984 336.5 28.9901315789474 15.6644736842105
1985 794 29.6 16.4373134328358
1986 896.4 29.7458791208791 16.1758241758242
1987 654.6 28.2602739726027 15.4958904109589
1988 713.6 28.7786350148368 17.2359050445104
1989 480.8 29.241095890411 16.7397260273973
1990 424.1 30.3342465753425 17.427397260274
1991 563.6 29.5945205479452 17.586301369863
1992 524.8 28.4180327868852 17.9617486338798
1993 787.3 28.4219178082192 17.9767123287671
1994 483.9 29.3904109589041 18.4369863013699
1995 631.5 31.2619178082192 17.4972602739726
1996 595.2 32.7336065573771 16.2158469945355
1997 713.3 30.2465753424658 16.1506849315068
1998 381.6 33.1082191780822 17.5904109589041
1999 409.7 32.8780821917808 17.0772602739726
2000 7.5 28.9235294117647 12.9647058823529
2001 149.5 31.2979166666667 15.6083333333333
2002 593.5 30.5520547945205 14.7369863013699
2003 717.2 30.0657534246575 15.4027397260274
2004 629 29.9562841530055 15.1584699453552
2005 706.5 30.5369863013699 15.0082191780822
2006 634 31.7013698630137 15.213698630137
2008 789.4 30.5932203389831 15.4435028248588
2009 300.6 30.2658959537572 17.1618497109827
