26.345615	-98.888481
26.351921	-98.889008
26.351912	-98.887985
26.352362	-98.886955
26.352346	-98.885933
26.352797	-98.884903
26.354576	-98.879768
26.354572	-98.879257
26.355021	-98.878227
26.355015	-98.877716
26.355465	-98.876686
26.355911	-98.875656
26.357698	-98.871033
26.358154	-98.870514
26.358608	-98.869995
26.358597	-98.868973
26.359051	-98.868454
26.359497	-98.867424
26.359493	-98.866913
26.359482	-98.865891
26.359476	-98.865379
26.359922	-98.864357
26.359917	-98.863846
26.359913	-98.863335
26.359898	-98.862312
26.359894	-98.861801
26.359882	-98.860779
26.359871	-98.859756
26.359863	-98.859245
26.359852	-98.858223
26.359840	-98.857201
26.359373	-98.856697
26.359362	-98.855675
26.359350	-98.854652
26.359337	-98.853638
26.358871	-98.853134
26.358858	-98.852112
26.358847	-98.851089
26.358381	-98.850586
26.358376	-98.850075
26.358362	-98.849052
26.358356	-98.848541
26.358347	-98.847519
26.358332	-98.846497
26.358328	-98.845985
26.358267	-98.840881
26.358261	-98.840370
26.358255	-98.839859
26.358242	-98.838837
26.358231	-98.837814
26.358219	-98.836792
26.358206	-98.835777
26.358200	-98.835266
26.358648	-98.834236
26.358635	-98.833214
26.358624	-98.832191
26.358618	-98.831680
26.358606	-98.830658
26.359055	-98.829628
26.359049	-98.829117
26.359037	-98.828094
26.359022	-98.827080
26.359476	-98.826553
26.359467	-98.825539
26.359915	-98.824509
26.360369	-98.823990
26.360355	-98.822968
26.360804	-98.821938
26.361254	-98.820908
26.361244	-98.820396
26.361694	-98.819366
26.361689	-98.818855
26.361683	-98.818344
26.362131	-98.817314
26.362123	-98.816811
26.362118	-98.816299
26.362566	-98.815269
26.362560	-98.814758
26.362547	-98.813736
26.362541	-98.813225
26.362530	-98.812202
26.362516	-98.811180
26.362503	-98.810158
26.362499	-98.809647
26.362024	-98.808632
26.362019	-98.808121
26.362007	-98.807106
26.361540	-98.806595
26.361528	-98.805580
26.361063	-98.805077
26.360588	-98.804062
26.360582	-98.803551
26.359650	-98.802544
26.359179	-98.801529
26.358707	-98.800514
26.358238	-98.800018
26.357773	-98.799515
26.357300	-98.798500
26.356834	-98.797997
26.355913	-98.798012
26.355448	-98.797508
26.354975	-98.796494
26.354509	-98.795990
26.354050	-98.795998
26.353580	-98.795494
26.352655	-98.794998
26.352196	-98.795013
26.351267	-98.794518
26.350342	-98.794022
26.349417	-98.793526
26.348494	-98.793541
26.344320	-98.791061
26.343399	-98.791077
26.342476	-98.790581
26.342014	-98.790588
26.341087	-98.790092
26.340160	-98.789597
26.339233	-98.789101
26.338766	-98.788605
26.337841	-98.788101
26.336912	-98.787613
26.335987	-98.787117
26.335520	-98.786613
26.334595	-98.786118
26.334122	-98.785103
26.333195	-98.784607
26.332264	-98.783600
26.331335	-98.783112
26.330402	-98.782104
26.329935	-98.781601
26.329004	-98.780594
26.328070	-98.779587
26.327135	-98.778587
26.326670	-98.778084
26.325729	-98.776566
26.324804	-98.776070
26.324793	-98.775047
26.324326	-98.774551
26.323853	-98.773537
26.323380	-98.772522
26.323374	-98.772011
26.323362	-98.770988
26.323765	-98.766388
26.323759	-98.765877
26.324207	-98.764847
26.324200	-98.764336
26.324188	-98.763313
26.324642	-98.762794
26.324636	-98.762283
26.325085	-98.761253
26.325075	-98.760742
26.325529	-98.760223
26.325523	-98.759712
26.325518	-98.759209
26.325968	-98.758179
26.325958	-98.757668
26.325953	-98.757156
26.326401	-98.756126
26.326395	-98.755615
26.326382	-98.754593
26.326368	-98.753578
26.326363	-98.753059
26.325890	-98.752052
26.325876	-98.751030
26.325413	-98.750526
26.325397	-98.749504
26.324932	-98.749001
26.324921	-98.747978
26.324451	-98.747475
26.324446	-98.746964
26.323980	-98.746468
26.323515	-98.745964
26.323046	-98.745461
26.322580	-98.744957
26.322115	-98.744453
26.321186	-98.743958
26.320721	-98.743462
26.318867	-98.742470
26.317940	-98.741974
26.317005	-98.740967
26.316080	-98.740479
26.315151	-98.739983
26.314226	-98.739487
26.313761	-98.738983
26.312838	-98.738998
26.311913	-98.738510
26.310986	-98.738014
26.310524	-98.738022
26.309599	-98.737526
26.309137	-98.737534
26.308218	-98.737549
26.307751	-98.737045
26.307289	-98.737061
26.306829	-98.737061
26.306370	-98.737076
26.305910	-98.737076
26.305450	-98.737091
26.304991	-98.737099
26.304537	-98.737617
26.304543	-98.738129
26.304089	-98.738647
26.304092	-98.739159
26.304098	-98.739662
26.304108	-98.740173
26.304113	-98.740685
26.304119	-98.741196
26.304125	-98.741707
26.303671	-98.742226
26.303677	-98.742737
26.303684	-98.743248
26.303692	-98.743759
26.303698	-98.744270
26.303244	-98.744789
26.303249	-98.745300
26.303255	-98.745811
26.302801	-98.746323
26.302809	-98.746841
26.302355	-98.747353
26.301901	-98.747871
26.301447	-98.748390
26.300539	-98.749428
26.299620	-98.749443
26.299158	-98.749458
26.298244	-98.749985
26.297321	-98.749992
26.296402	-98.750015
26.295942	-98.750023
26.295015	-98.749527
26.294094	-98.749542
26.293167	-98.749046
26.292242	-98.748558
26.291313	-98.748062
26.290848	-98.747559
