"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 12.4210526315789 16.7958192657568 20.4572390375271 3.1644132390781 8.10295259840369 3.39352343389531
2 10.9947368421053 13.1992618009887 22.7140486513218 3.06185663637169 9.34155371666714 3.79414462118438
3 13.525641025641 18.006661310525 26.1602245610032 2.39513995876783 11.7990606847114 4.04272703157141
4 26.8342105263158 29.1543263334017 29.0410949788264 2.61028173280954 14.2408045977011 4.30347685623755
5 47.9486486486486 39.3986507215498 30.9889276373147 2.24804114409671 16.0937808776518 3.98089918241883
6 58.4081081081081 53.6726724298853 31.2338769804287 1.95971009103644 17.2452159055607 4.0571643754172
7 74.8026315789474 68.69571168347 30.9429541595925 2.49251173201592 17.1038766270515 4.33159848349132
8 90.4594594594595 72.1928799946499 30.4529206625981 1.89911777006203 17.1249346120314 3.62445586784917
9 137.627777777778 88.6497010263627 28.0652303411786 2.13002618495328 15.8125319284802 3.6180627271444
10 46.75 36.0897017364867 26.1340885081013 2.23962096539891 13.9562271571587 3.54456234047004
11 13.3611111111111 25.8306603839897 23.2880555555556 2.60274719027952 10.7386174968072 3.78569163357339
12 14.4777777777778 20.6102486449424 20.5030017921147 2.71118198596347 8.04980585424134 3.49197285532939
