"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 25.4897435897436 29.1752129372268 21.4089818503129 2.94208801032347 5.93640159130339 1.76366193522927
2 19.1230769230769 19.7665381994082 24.02819265613 2.72448444223009 7.84630149500149 1.64084097665475
3 20.0815789473684 19.5138738623375 28.2395120417531 1.9951313558031 11.9251594038861 1.89705290541102
4 27.0297297297297 31.9624855178767 31.255867445695 2.07878556562612 16.0729532582981 1.88238047956136
5 53.6342105263158 35.6717033463522 33.5178134899726 2.20426665751595 20.3542323395933 1.88442161300395
6 76.6684210526316 79.8415562909007 35.0478725503883 2.0692633553584 22.6624872232852 1.50204803044508
7 72.3921052631579 76.8966395834815 35.4705067852351 2.31353419412365 23.1039556792952 0.936884572961496
8 91.0166666666667 67.1336513445913 35.5770632492893 1.98810858678548 22.956346447552 0.896626811461119
9 137.227777777778 70.324308380576 32.3086876991499 1.87819151857388 20.7580070823174 1.30056836548897
10 48.7526315789474 33.8916456008892 28.5865629673373 1.96129072979208 16.0185710106652 2.25513018494257
11 25.3657142857143 34.5972622417128 24.8401908410874 2.51790811078239 10.736280240832 2.05402520657662
12 18.1540540540541 19.6034520003578 22.3186537883428 2.65349145721582 7.00753555897912 2.36430693948832
