"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 13.1421052631579 21.8924105271969 19.8172208887067 3.70603062020228 6.05442011591827 2.06588139500858
2 9.8948717948718 9.77254340427271 22.2178385939305 2.78448719732002 8.17588999761414 2.26103304671063
3 7.16315789473684 11.7999638353232 26.3955149971703 2.16576000998214 12.0040747028863 2.47685722645372
4 14.4405405405405 21.2203578807849 29.8871398985192 2.19757920314976 15.1186427807117 2.21078551189977
5 23.0435897435897 21.6140523840126 32.6023121932138 2.80715822159176 18.649506432054 1.62888046151362
6 26.1846153846154 37.7482557175375 33.6551829396657 2.04235380417951 20.6872178013557 0.953398381228557
7 35.5948717948718 46.174280541615 33.413082437276 2.64652935165568 20.8583540115798 1.16927002304897
8 36.9166666666667 37.3665740621596 33.4994559651818 1.39367861209823 20.6887928827445 0.776217137244985
9 83.2527777777778 48.6047880422796 30.0119125666444 2.0295503702642 18.7371738227007 0.775936298322957
10 36.4972222222222 52.4203585648123 26.8134474976769 1.68137396412491 15.1974064117881 1.65335536813742
11 14.5472222222222 24.583623888517 23.2636954935231 2.92750933675591 10.5129611384784 2.50332867391718
12 10.3305555555556 14.609386795471 19.9708274111152 2.75230422359695 6.48824903184609 3.96611289072046
