"cuenca" "mes" "S" "tau" "var" "pvalue"
1 3 180 0.230769231915474 7366.66650390625 0.0370206832885742
1 4 146 0.187179490923882 7366.66650390625 0.0911427736282349
1 5 372 0.476923078298569 7366.66650390625 1.53779983520508e-05
1 6 242 0.31025642156601 7366.66650390625 0.00498652458190918
1 7 204 0.261538475751877 7366.66650390625 0.0180222988128662
1 8 238 0.305128216743469 7366.66650390625 0.00575721263885498
1 9 256 0.328205138444901 7366.66650390625 0.0029681921005249
1 10 230 0.294871807098389 7366.66650390625 0.00762844085693359
1 11 212 0.271794885396957 7366.66650390625 0.0139570236206055
2 5 145 0.195681512355804 6833.66650390625 0.081517219543457
2 6 209 0.282051295042038 6833.66650390625 0.0118644237518311
2 7 173 0.233468279242516 6833.66650390625 0.0374648571014404
2 8 145 0.195681512355804 6833.66650390625 0.081517219543457
3 2 258 0.330769240856171 7366.66650390625 0.00275063514709473
3 5 178 0.228205129504204 7366.66650390625 0.0391855239868164
3 6 220 0.282051295042038 7366.66650390625 0.0107237100601196
3 7 162 0.207692310214043 7366.66650390625 0.0606805086135864
3 8 184 0.235897436738014 7366.66650390625 0.032995343208313
3 10 172 0.220512822270393 7366.66650390625 0.0463352203369141
4 1 218 0.279487192630768 7366.66650390625 0.0114624500274658
4 2 316 0.405128210783005 7366.66650390625 0.000242471694946289
4 3 192 0.246153846383095 7366.66650390625 0.0260579586029053
4 4 238 0.305128216743469 7366.66650390625 0.00575721263885498
4 5 240 0.307692319154739 7366.66650390625 0.00535941123962402
4 6 168 0.215384617447853 7366.66650390625 0.0516880750656128
4 7 258 0.330769240856171 7366.66650390625 0.00275063514709473
4 8 268 0.343589752912521 7366.66650390625 0.00186562538146973
5 2 208 0.266666680574417 7366.66650390625 0.0158755779266357
5 4 192 0.246153846383095 7366.66650390625 0.0260579586029053
5 5 152 0.194871798157692 7366.66650390625 0.0785255432128906
5 7 258 0.330769240856171 7366.66650390625 0.00275063514709473
5 8 278 0.356410264968872 7366.66650390625 0.00124943256378174
5 9 154 0.197435900568962 7366.66650390625 0.0746500492095947
6 2 238 0.305128216743469 7366.66650390625 0.00575721263885498
6 8 226 0.289743602275848 7366.66650390625 0.00875484943389893
7 2 280 0.358974367380142 7366.66650390625 0.001151442527771
7 6 278 0.356410264968872 7366.66650390625 0.00124943256378174
7 7 342 0.438461542129517 7366.66650390625 7.09295272827148e-05
7 8 340 0.435897439718246 7366.66650390625 7.82012939453125e-05
7 9 220 0.282051295042038 7366.66650390625 0.0107237100601196
7 12 198 0.253846168518066 7366.66650390625 0.0217186212539673
8 1 162 0.207692310214043 7366.66650390625 0.0606805086135864
8 2 324 0.415384620428085 7366.66650390625 0.000167727470397949
8 6 230 0.294871807098389 7366.66650390625 0.00762844085693359
8 7 270 0.346153855323792 7366.66650390625 0.00172364711761475
8 8 268 0.343589752912521 7366.66650390625 0.00186562538146973
8 9 148 0.189743593335152 7366.66650390625 0.086767315864563
8 12 226 0.289743602275848 7366.66650390625 0.00875484943389893
9 1 190 0.243589743971825 7366.66650390625 0.0276620388031006
9 2 286 0.366666674613953 7366.66650390625 0.000898361206054688
9 6 250 0.32051283121109 7366.66650390625 0.00371849536895752
9 7 302 0.387179493904114 7366.66650390625 0.00045323371887207
9 8 254 0.32564103603363 7366.66650390625 0.00320136547088623
9 9 176 0.225641027092934 7366.66650390625 0.041456937789917
9 12 272 0.348717957735062 7366.66650390625 0.00159168243408203
10 2 168 0.215384617447853 7366.66650390625 0.0516880750656128
10 7 248 0.31794872879982 7366.66650390625 0.00400447845458984
10 8 208 0.266666680574417 7366.66650390625 0.0158755779266357
