"anio" "mes" "ppAcc" "mTmax" "mTmin" "est" "cuenca"
1977 7 2.92571428571429 -1.2839426523298 -0.3314234511009 26001 "YAQUI"
1977 8 -0.594285714285704 0.324470469191198 0.604315188440999 26001 "YAQUI"
1977 9 25.8583333333333 -0.360201525054499 -0.150299564270199 26001 "YAQUI"
1977 10 127.992105263158 -1.3945731659953 0.966409408509708 26001 "YAQUI"
1977 11 -9.4405405405405 -0.667905405405399 -0.70923423423424 26001 "YAQUI"
1977 12 -7.1594594594595 1.7374627718454 0.574672156663257 26001 "YAQUI"
1978 1 5.75 -1.4317866004963 0.545004135649297 26001 "YAQUI"
1978 2 27.8081081081081 -3.039683353304 -1.54276394621223 26001 "YAQUI"
1978 3 25.4243243243243 -0.702702702702702 1.26024411508282 26001 "YAQUI"
1978 4 -6.71351351351351 -0.870552240552197 -1.47136422136422 26001 "YAQUI"
1978 5 7.78378378378378 -1.3315442727011 -1.7431914911892 26001 "YAQUI"
1978 6 9.5083333333333 0.254597423510397 -0.405841384863098 26001 "YAQUI"
1978 7 -22.2742857142857 1.3934767025089 -0.0572299027138001 26001 "YAQUI"
1978 8 -7.99428571428571 -0.3529488856475 -1.5731041663977 26001 "YAQUI"
1978 9 -25.6416666666667 -1.3768681917212 -0.100299564270198 26001 "YAQUI"
1978 10 7.7921052631579 0.782846188843401 -0.243268010845171 26001 "YAQUI"
1978 11 23.0594594594595 -1.1679054054054 0.14076576576576 26001 "YAQUI"
1978 12 33.6405405405405 -2.5535049700901 0.199833446985838 26001 "YAQUI"
1979 1 25.45 -5.0285607940447 -0.390479735318445 26001 "YAQUI"
1979 2 -10.1918918918919 -0.736111924732601 -1.63204966049794 26001 "YAQUI"
1979 3 2.2243243243243 -1.8478639930253 -1.94943330427202 26001 "YAQUI"
1979 4 -6.71351351351351 -0.503885573885498 -0.92136422136422 26001 "YAQUI"
1979 5 0.283783783783781 -3.0896087888301 -1.5012560073183 26001 "YAQUI"
1979 6 -2.9916666666667 -1.6620692431562 -0.839174718196499 26001 "YAQUI"
1979 7 -17.5742857142857 0.393476702508899 -0.621746031746099 26001 "YAQUI"
1979 8 45.9057142857143 -1.3206908211313 -2.9602009405913 26001 "YAQUI"
1979 9 -32.4416666666667 1.0064651416122 -0.816966230936799 26001 "YAQUI"
1979 10 -26.2078947368421 2.0731687694885 -1.35617123665162 26001 "YAQUI"
1979 11 -12.7405405405405 -2.8512387387388 -3.5759009009009 26001 "YAQUI"
1979 12 -8.4594594594595 0.334236965393799 -2.57048913365932 26001 "YAQUI"
1980 1 -1.25 0.1649875930521 -0.003382961124896 26001 "YAQUI"
1980 2 29.2081081081081 -1.1957178360626 1.42829516708827 26001 "YAQUI"
1980 3 -3.0756756756757 -2.8156059285092 -1.93330427201395 26001 "YAQUI"
1980 4 -4.21351351351351 -1.4038855738855 -1.00469755469755 26001 "YAQUI"
1980 5 -5.61621621621622 -2.4767055630236 -1.6141592331247 26001 "YAQUI"
1980 6 2.0083333333333 1.7545974235104 -0.0558413848631005 26001 "YAQUI"
1980 7 -21.7742857142857 1.151541218638 0.797608806963598 26001 "YAQUI"
1980 8 16.4057142857143 -0.3529488856475 -0.4118138438171 26001 "YAQUI"
1980 9 4.1583333333333 0.439798474945501 -0.3669662309368 26001 "YAQUI"
1980 10 -25.2078947368421 -1.7010247788986 -2.0013325269742 26001 "YAQUI"
1980 11 -14.1405405405405 -1.7512387387388 -1.95923423423424 26001 "YAQUI"
1980 12 -21.8594594594595 2.1568176105551 -0.054360101401259 26001 "YAQUI"
1981 1 24.85 -1.2704962779157 0.883713813068652 26001 "YAQUI"
1981 2 -2.1918918918919 0.406745218124602 -0.596335374783654 26001 "YAQUI"
1981 3 9.0243243243243 -3.3639930252834 -1.20749782040105 26001 "YAQUI"
1981 4 13.4864864864865 0.046114426114503 0.97863577863578 26001 "YAQUI"
1981 5 0.98378378378378 -2.073479756572 -0.5335140718344 26001 "YAQUI"
1981 6 62.9083333333333 0.504597423510397 1.1774919484702 26001 "YAQUI"
1981 7 -15.8742857142857 -1.7839426523298 -0.0249718381977004 26001 "YAQUI"
1981 8 -53.3942857142857 0.0502769208041016 -0.331168682526702 26001 "YAQUI"
1981 9 -8.4416666666667 -0.760201525054498 -0.150299564270199 26001 "YAQUI"
1981 10 2.4921052631579 -2.2010247788986 0.240602956896769 26001 "YAQUI"
1981 11 8.0594594594595 1.0320945945946 -0.74256756756757 26001 "YAQUI"
1981 12 -26.2594594594595 1.882624062168 -0.264037520756097 26001 "YAQUI"
1982 1 0.25 -1.4801736972705 -0.05177005789909 26001 "YAQUI"
1982 2 -13.9918918918919 0.0317452181246018 0.17152176807349 26001 "YAQUI"
1982 3 -0.0756756756756989 0.2166521360069 -1.19136878814298 26001 "YAQUI"
1982 4 -6.01351351351351 0.562781092781101 -0.15469755469755 26001 "YAQUI"
1982 5 9.18378378378378 -2.2347700791527 -1.6302882653828 26001 "YAQUI"
1982 6 -5.8916666666667 -1.2287359098229 -1.9225080515298 26001 "YAQUI"
1982 7 6.6257142857143 -1.2194265232975 -0.750778289810601 26001 "YAQUI"
1982 8 -15.6942857142857 -0.272303724357201 0.2978635755378 26001 "YAQUI"
1982 9 -0.5416666666667 -0.476868191721199 0.416367102396499 26001 "YAQUI"
1982 10 -26.2078947368421 0.0731687694885004 -2.66262284955484 26001 "YAQUI"
1982 11 24.1594594594595 -3.5512387387388 0.19076576576576 26001 "YAQUI"
1982 12 44.0405405405405 -4.2947952926707 -1.55436010140126 26001 "YAQUI"
1983 1 7.35 -1.1737220843673 -1.87435070306038 26001 "YAQUI"
1983 2 23.2081081081081 -1.3253976390183 -0.864192517640797 26001 "YAQUI"
1983 3 36.0243243243243 -3.767218831735 -0.56233653007847 26001 "YAQUI"
1983 4 -3.01351351351351 -5.6105522405522 -1.68803088803089 26001 "YAQUI"
1983 5 -5.01621621621622 -0.879931369475297 -2.79157858796344 26001 "YAQUI"
1983 6 -10.7916666666667 -2.8454025764896 -3.1558413848631 26001 "YAQUI"
1983 7 64.5257142857143 -0.380716845878197 -1.0572299027138 26001 "YAQUI"
1983 8 -31.5942857142857 -0.707787595324902 -0.315039650268702 26001 "YAQUI"
1983 9 84.3583333333333 -0.276868191721199 1.7997004357298 26001 "YAQUI"
1983 10 48.0921052631579 -3.1848957466405 0.918022311735509 26001 "YAQUI"
1983 11 43.4594594594595 -3.4179054054054 -0.0925675675675701 26001 "YAQUI"
1983 12 -10.1594594594595 -0.2302791636385 0.429510866340677 26001 "YAQUI"
1984 1 2.95 -1.4317866004963 -0.729189412737799 26001 "YAQUI"
1984 2 -16.8918918918919 -0.581350019970699 -3.25704966049794 26001 "YAQUI"
1984 3 -11.3756756756757 0.894071490845697 -1.0945945945946 26001 "YAQUI"
1984 4 -0.813513513513509 -1.3372189072189 -0.35469755469755 26001 "YAQUI"
1984 5 -5.61621621621622 2.6039395982667 2.321324637843 26001 "YAQUI"
1984 6 4.1083333333333 -2.3287359098229 0.927491948470202 26001 "YAQUI"
1984 7 57.3257142857143 -1.6871684587814 -0.847552483358999 26001 "YAQUI"
1984 8 113.905714285714 -2.2723037243571 -1.0408461018816 26001 "YAQUI"
1984 9 -19.2416666666667 -0.893534858387799 -0.150299564270199 26001 "YAQUI"
1984 10 59.7921052631579 -4.6365086498663 -0.114235752780651 26001 "YAQUI"
1984 11 -12.6405405405405 -3.3012387387388 0.0240990990991001 26001 "YAQUI"
1984 12 57.5405405405405 -3.0206017442836 1.67144635021165 26001 "YAQUI"
1985 1 18.35 -5.4801736972705 1.17403639371381 26001 "YAQUI"
1985 2 10.6081081081081 -2.6825404961611 -1.70347823192651 26001 "YAQUI"
1985 3 -3.8756756756757 -0.638186573670502 0.905405405405401 26001 "YAQUI"
1985 4 18.2864864864865 -0.270552240552199 0.29530244530245 26001 "YAQUI"
1985 5 -5.61621621621622 -0.412189433991397 0.321324637843 26001 "YAQUI"
1985 7 -9.1742857142857 0.232186379928301 -0.8314234511009 26001 "YAQUI"
1985 8 -27.3942857142857 -0.0303682404861974 -0.863426747042901 26001 "YAQUI"
1985 9 45.2583333333333 -2.9102015250545 -2.3002995642702 26001 "YAQUI"
1985 10 83.0921052631579 -3.3300570369631 -0.323913172135491 26001 "YAQUI"
1985 11 5.4594594594595 -2.5179054054054 0.2240990990991 26001 "YAQUI"
1985 12 -14.7594594594595 -0.847790684375802 0.219833446985838 26001 "YAQUI"
1986 1 -9.15 4.0359553349876 0.254681555004136 26001 "YAQUI"
1986 2 2.1081081081081 1.4067452181246 1.0108074823592 26001 "YAQUI"
1986 3 2.6243243243243 0.9263295553618 0.6795989537925 26001 "YAQUI"
1986 4 -5.21351351351351 2.1294477594478 2.14530244530245 26001 "YAQUI"
1986 5 -5.61621621621622 0.878133146653802 -1.0335140718344 26001 "YAQUI"
1986 6 13.1083333333333 -2.1454025764896 -1.4558413848631 26001 "YAQUI"
1986 7 51.6257142857143 -3.1549103942653 -2.0088428059396 26001 "YAQUI"
1986 8 1.20571428571429 -0.8529488856475 0.0236700271507004 26001 "YAQUI"
1986 9 -14.2416666666667 -1.2768681917212 -1.5002995642702 26001 "YAQUI"
1986 10 -12.2078947368421 -2.7494118756728 -1.16262284955484 26001 "YAQUI"
1986 11 21.9594594594595 -3.6179054054054 0.50743243243243 26001 "YAQUI"
1986 12 52.3405405405405 -2.9560856152514 0.074672156663257 26001 "YAQUI"
1987 1 -20.15 -2.0446898263028 -1.32596360628618 26001 "YAQUI"
1987 2 21.1081081081081 -2.8789690675897 -0.38204966049794 26001 "YAQUI"
1987 3 -2.0756756756757 -2.8317349607672 -1.06233653007847 26001 "YAQUI"
1987 4 -1.71351351351351 -1.3796431496431 -0.47136422136422 26001 "YAQUI"
1987 5 7.38378378378378 -3.5297009547287 -0.4148504773644 26001 "YAQUI"
1987 6 5.1083333333333 -0.958735909822899 -1.4025080515298 26001 "YAQUI"
1987 9 -0.841666666666704 -2.6102015250545 -1.7336328976035 26001 "YAQUI"
1987 10 -20.5078947368421 1.4118784469079 2.27286102141291 26001 "YAQUI"
1987 11 -17.5405405405405 -1.9845720720721 -0.60923423423424 26001 "YAQUI"
1987 12 22.7405405405405 -2.2464081958966 -0.231779456239968 26001 "YAQUI"
1988 1 -6.15 -0.6737220843673 -0.422737799834574 26001 "YAQUI"
1988 2 -14.3918918918919 0.749109750144299 0.23863999467447 26001 "YAQUI"
1988 3 -4.8756756756757 1.5714908456844 -0.723626852659109 26001 "YAQUI"
1988 4 35.0864864864865 -1.8538855738855 -0.0880308880308895 26001 "YAQUI"
1988 5 -5.11621621621622 0.362004114395702 0.7084214120366 26001 "YAQUI"
1988 6 -12.8916666666667 -0.0120692431561977 -0.2558413848631 26001 "YAQUI"
1988 7 -15.5742857142857 -1.2312544802868 -0.764756784434201 26001 "YAQUI"
1988 8 62.2057142857143 -1.9013359824217 0.0559280916668001 26001 "YAQUI"
1988 9 10.2583333333333 -1.8102015250545 -2.5269662309368 26001 "YAQUI"
1988 10 42.0921052631579 -0.539734456317902 1.43415134399351 26001 "YAQUI"
1988 11 -15.7405405405405 -1.2512387387388 -0.0425675675675699 26001 "YAQUI"
1988 12 46.7405405405405 -0.874245710830802 -0.706092478940088 26001 "YAQUI"
1989 1 1.25 -1.8027543424318 -0.438866832092638 26001 "YAQUI"
1989 2 -9.6918918918919 0.335316646696 1.86795033950206 26001 "YAQUI"
1989 3 2.6243243243243 3.0876198779424 3.14734088927637 26001 "YAQUI"
1989 4 14.7864864864865 3.9461144261145 3.61196911196908 26001 "YAQUI"
1989 5 0.88378378378378 0.6910363724602 1.063260121714 26001 "YAQUI"
1989 6 -12.8916666666667 0.821264090177102 -0.289174718196499 26001 "YAQUI"
1989 7 -6.6742857142857 0.974121863799304 -0.105616999487999 26001 "YAQUI"
1989 8 25.2057142857143 -0.8690779179055 -1.3634267470429 26001 "YAQUI"
1989 9 -32.9416666666667 0.489798474945498 -0.350299564270198 26001 "YAQUI"
1989 10 -3.7078947368421 -0.0719925208340015 -0.291655107619361 26001 "YAQUI"
1989 11 -19.5405405405405 0.3154279279279 0.2740990990991 26001 "YAQUI"
1989 12 -21.4594594594595 -0.4560856152514 -1.23177945623997 26001 "YAQUI"
1990 1 -13.65 -0.447915632754402 -1.51951199338296 26001 "YAQUI"
1990 2 0.108108108108102 -2.4503976390183 -0.703478231926511 26001 "YAQUI"
1990 3 -7.3756756756757 -1.2349607672189 -0.368788142981689 26001 "YAQUI"
1990 4 1.78648648648649 0.512781092781101 1.67863577863578 26001 "YAQUI"
1990 5 0.38378378378378 -1.4121894339914 0.289066573326901 26001 "YAQUI"
1990 6 -1.3916666666667 2.1879307568438 2.4608252818035 26001 "YAQUI"
1990 7 82.8257142857143 -2.7194265232975 -0.412068612391199 26001 "YAQUI"
1990 8 -17.2942857142857 -3.1916585630668 -1.6860073922042 26001 "YAQUI"
1990 9 7.2583333333333 -1.1435348583878 0.566367102396502 26001 "YAQUI"
1990 10 0.7921052631579 -0.0719925208340015 -0.678751881812911 26001 "YAQUI"
1990 11 20.9594594594595 -1.3179054054054 1.55743243243243 26001 "YAQUI"
1990 12 0.740540540540501 -2.7786662604127 0.994026995372935 26001 "YAQUI"
1991 1 14.35 -2.4801736972705 1.22242349048801 26001 "YAQUI"
1991 2 5.1081081081081 -0.700397639018298 2.43937891093063 26001 "YAQUI"
1991 3 -6.8756756756757 -3.4285091543156 0.0183086312118608 26001 "YAQUI"
1991 4 -4.71351351351351 -0.3205522405522 0.178635778635781 26001 "YAQUI"
1991 5 -5.61621621621622 -1.0896087888301 -0.3883527815118 26001 "YAQUI"
1991 6 7.0083333333333 -2.3620692431562 -2.1558413848631 26001 "YAQUI"
1991 7 -67.1742857142857 -0.912974910394297 -0.2830363543267 26001 "YAQUI"
1991 8 71.7057142857143 -0.965852111453898 -0.282781585752502 26001 "YAQUI"
1991 9 41.2583333333333 -2.9435348583878 -1.0169662309368 26001 "YAQUI"
1991 10 -22.2078947368421 1.5409107049724 0.127699731090319 26001 "YAQUI"
1991 11 -11.5405405405405 -1.4179054054054 0.0574324324324302 26001 "YAQUI"
1991 12 77.2405405405405 -3.0689888410578 1.68757538246971 26001 "YAQUI"
1992 1 13.85 -4.4479156327544 0.141778329197684 26001 "YAQUI"
1992 2 -4.3918918918919 -2.5095109395109 1.35932964984689 26001 "YAQUI"
1992 3 25.1243243243243 -2.4123801220576 0.969921534437661 26001 "YAQUI"
1992 4 -4.71351351351351 0.312781092781101 1.09530244530245 26001 "YAQUI"
1992 5 51.3837837837838 -1.6863829823785 1.1277762507462 26001 "YAQUI"
1992 6 -4.3916666666667 -0.978735909822902 -1.2891747181965 26001 "YAQUI"
1992 7 -2.6742857142857 -0.654910394265301 -1.4765847414235 26001 "YAQUI"
1992 8 -4.79428571428571 -1.2561746920991 -0.879555779300901 26001 "YAQUI"
1992 9 -22.2416666666667 1.1231318082788 -0.316966230936799 26001 "YAQUI"
1992 10 -14.2078947368421 1.4602655436821 0.127699731090319 26001 "YAQUI"
1992 11 -8.5405405405405 -2.8012387387388 -1.8259009009009 26001 "YAQUI"
1992 12 4.6405405405405 -2.617375937832 1.52628505988907 26001 "YAQUI"
1993 1 69.85 -1.9963027295286 3.62564929693962 26001 "YAQUI"
1993 2 1.1081081081081 -2.5039690675897 0.49295033950206 26001 "YAQUI"
1993 3 -4.3756756756757 -0.0575414123802034 0.21185701830863 26001 "YAQUI"
1993 4 -6.71351351351351 0.729447759447801 0.361969111969111 26001 "YAQUI"
1993 5 18.8837837837838 0.168455727298902 1.1439052830043 26001 "YAQUI"
1993 6 -3.3916666666667 0.0545974235104012 -0.355841384863101 26001 "YAQUI"
1993 7 -6.6742857142857 -1.9129749103943 -0.702391193036402 26001 "YAQUI"
1993 8 1.70571428571429 -1.2077875953249 0.217218414247498 26001 "YAQUI"
1993 9 -32.7416666666667 -0.143534858387799 -1.1169662309368 26001 "YAQUI"
1993 10 -20.2078947368421 -0.362315101479201 0.063183602058059 26001 "YAQUI"
1993 11 0.959459459459499 -2.2512387387388 -0.0425675675675699 26001 "YAQUI"
1993 12 -21.9594594594595 -0.6818920668643 1.010156027631 26001 "YAQUI"
1994 1 -18.15 1.1811166253101 -1.06789909015715 26001 "YAQUI"
1994 2 -0.891891891891898 -1.0218262104469 -0.3641925176408 26001 "YAQUI"
1994 3 -2.8756756756757 -0.444638186573702 1.76024411508282 26001 "YAQUI"
1994 4 -6.71351351351351 0.529447759447802 0.91196911196911 26001 "YAQUI"
1994 5 -1.11621621621622 -0.299286208184899 0.4503568959075 26001 "YAQUI"
1994 6 1.6083333333333 3.0712640901771 3.1274919484702 26001 "YAQUI"
1994 7 -44.1742857142857 2.0063799283154 0.7008346134152 26001 "YAQUI"
1994 8 -9.0942857142857 1.9535027272558 1.4268958336023 26001 "YAQUI"
1994 9 41.2583333333333 -0.310201525054499 0.433033769063201 26001 "YAQUI"
1994 10 -24.2078947368421 -1.2816699401889 0.159957795606449 26001 "YAQUI"
1994 11 56.4594594594595 -2.7012387387388 0.6740990990991 26001 "YAQUI"
1994 12 69.8405405405405 -2.7786662604127 2.15531731795358 26001 "YAQUI"
1995 1 -11.65 -1.7704962779157 1.49661703887511 26001 "YAQUI"
1995 2 23.1081081081081 0.906745218124602 3.58223605378777 26001 "YAQUI"
1995 3 -7.8756756756757 -0.138186573670502 1.64734088927637 26001 "YAQUI"
1995 4 -3.71351351351351 -1.5872189072189 -1.67136422136422 26001 "YAQUI"
1995 5 -5.61621621621622 -2.4283184662495 -0.694804394415 26001 "YAQUI"
1995 6 -12.8916666666667 -1.1120692431562 -0.805841384863101 26001 "YAQUI"
1995 7 -12.1742857142857 0.861218637992799 -0.0572299027138001 26001 "YAQUI"
1995 8 -1.79428571428571 1.3244704691912 1.2656055110216 26001 "YAQUI"
1995 9 -6.2416666666667 0.356465141612201 1.0497004357298 26001 "YAQUI"
1995 10 -18.2078947368421 2.444136511424 0.0470545697999896 26001 "YAQUI"
1995 11 -6.5405405405405 1.6487612612612 2.04076576576576 26001 "YAQUI"
1995 12 -18.7594594594595 0.882624062167999 0.65531731795358 26001 "YAQUI"
1996 1 -20.15 1.5520843672456 -1.00338296112489 26001 "YAQUI"
1996 2 -12.8918918918919 2.1973856122132 3.46277792570896 26001 "YAQUI"
1996 3 -10.9756756756757 0.571490845684398 0.115082824760241 26001 "YAQUI"
1996 4 -6.71351351351351 2.1127810927811 0.81196911196911 26001 "YAQUI"
1996 5 -5.61621621621622 3.2491008885893 1.8374536701011 26001 "YAQUI"
1996 6 43.1083333333333 1.2712640901771 1.8941586151369 26001 "YAQUI"
1996 7 27.8257142857143 -0.2194265232975 0.345995903737801 26001 "YAQUI"
1996 8 -20.2942857142857 -0.723916627583002 -0.1860073922042 26001 "YAQUI"
1996 9 39.2583333333333 -1.8602015250545 -0.7836328976035 26001 "YAQUI"
1996 10 -17.2078947368421 -0.201024778898599 -0.436816397941941 26001 "YAQUI"
1996 11 -16.0405405405405 0.348761261261199 0.69076576576576 26001 "YAQUI"
1996 12 -27.2594594594595 1.9955272879744 0.348865705050354 26001 "YAQUI"
1997 1 -13.65 -1.0124317617866 2.25468155500414 26001 "YAQUI"
1997 2 5.6081081081081 -1.1468262104469 0.15366462521635 26001 "YAQUI"
1997 3 -7.8756756756757 2.7811682650392 1.66346992153444 26001 "YAQUI"
1997 4 1.78648648648649 -1.1705522405522 0.72863577863578 26001 "YAQUI"
1997 5 8.88378378378378 2.2974879853634 2.4342278636495 26001 "YAQUI"
1997 6 -8.3916666666667 -0.395402576489602 0.2774919484702 26001 "YAQUI"
1997 7 -46.6742857142857 1.9741218637993 -0.0249718381977004 26001 "YAQUI"
1997 8 -15.2942857142857 0.518018856288002 0.878508736828099 26001 "YAQUI"
1997 9 -13.2416666666667 2.0064651416122 2.7497004357298 26001 "YAQUI"
1997 10 -20.2078947368421 -0.0397344563179018 0.0793126343161195 26001 "YAQUI"
1997 11 16.9594594594595 -0.284572072072102 1.09076576576576 26001 "YAQUI"
1997 12 38.7405405405405 -5.0528598087998 -0.102747198175452 26001 "YAQUI"
1998 1 -19.65 1.2295037220843 0.62564929693962 26001 "YAQUI"
1998 2 18.6081081081081 -3.8968262104469 -0.16776394621223 26001 "YAQUI"
1998 3 15.5243243243243 -1.5897994768963 -0.0300784655623394 26001 "YAQUI"
1998 4 -2.01351351351351 -3.5705522405522 -2.28803088803089 26001 "YAQUI"
1998 5 -5.61621621621622 -0.0573507243139986 -0.0980302008666989 26001 "YAQUI"
1998 6 -11.3916666666667 0.221264090177101 -0.622508051529799 26001 "YAQUI"
1998 7 44.6257142857143 -0.445232974910397 0.862124935995901 26001 "YAQUI"
1998 8 -15.7942857142857 1.0341478885461 0.684960349731298 26001 "YAQUI"
1998 9 -37.2416666666667 2.6397984749455 2.8663671023965 26001 "YAQUI"
1998 10 -21.2078947368421 -1.460038061631 -0.265089642723732 26001 "YAQUI"
2000 10 97.2921052631579 -2.5074763918018 1.14382876334841 26001 "YAQUI"
2000 11 12.4594594594595 -4.1179054054054 -3.00923423423424 26001 "YAQUI"
2000 12 -27.2594594594595 2.3664950299099 -1.13500526269158 26001 "YAQUI"
2001 1 5.85 -2.1414640198512 -1.85822167080231 26001 "YAQUI"
2001 2 -15.8918918918919 0.975316646696001 -1.98204966049794 26001 "YAQUI"
