"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 16.6833333333333 51.1813777517901 23.6198131668933 2.34040134850816 5.81160857743171 2.36116918611217
2 6.54864864864865 9.56921051026624 25.4658298531987 1.75639950948917 6.74057325691509 2.2506494995156
3 2.41621621621622 6.62312923328851 27.9138281774544 1.77277074949425 8.72147531291024 2.75605827018555
4 4.41111111111111 14.2310481047156 30.6557767743113 1.87720001924474 11.095289408867 2.77843856697566
5 21.9108108108108 28.2358497873397 31.5300784655623 1.93059478889352 13.4132519616391 2.89559518756001
6 175.927027027027 77.7705801581687 29.296437976438 2.5648703222247 14.6112266112266 2.42873336232123
7 245.975675675676 85.8960528306854 26.2594594594595 2.35500067451802 14.1539668700959 2.28308813110911
8 186.27027027027 58.4905066602211 26.0253995931415 2.05900136090048 13.6085149665795 2.77417800485558
9 161.581081081081 59.4602567445864 25.7469369369369 2.03975116165384 13.5769369369369 2.28402927733857
10 53.2368421052632 36.2093568693689 25.9683331312151 2.09482276273492 11.4769585253456 2.52864292548834
11 14.7722222222222 24.2751443851656 25.2608230706075 2.24472765300801 8.0338685914979 2.84015557764754
12 6.35405405405405 9.48638189413864 23.9876113599695 2.32790755981688 6.22880728336791 2.49908515728818
