"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 14.2871794871795 39.5498897429242 25.0875146173811 2.06347467546204 8.36642008961253 1.0321918525891
2 5.00810810810811 8.33864425359351 27.3954984541191 1.52079040540829 9.50615948460776 1.23497220727442
3 2.05526315789474 9.53714494556206 29.9818174468429 1.22242021611644 10.7932441992077 0.952746420354035
4 2.96578947368421 9.95075105995439 32.2779854809437 1.54186043057826 12.8894827586207 1.05040019975258
5 21.2542857142857 23.5165691632535 33.3975268817204 1.20120599103911 14.9436726714146 0.855410743487378
6 203.317142857143 99.7969953741809 30.9832064487237 1.57944688346432 16.0841337513062 0.70237911807119
7 272.859459459459 79.834931993247 27.7932019743477 1.31816351933941 15.67643683627 0.604935400584647
8 218.874285714286 65.4212069540736 27.7272811059908 1.29310571359021 15.6399846390169 0.667818857101909
9 171.575 74.8177456986547 27.5473339719029 1.20634711203425 15.618441890166 0.591359911305138
10 57.4447368421053 33.7651083089936 27.4660299943407 1.04004000433063 13.9142048670062 0.74079684508123
11 14.3894736842105 20.1867335278969 26.5679128856624 1.30060974253155 10.8092649727768 1.07770612617675
12 7.74594594594595 12.3837392170942 24.9378578801271 1.31089759419983 9.03139875136538 1.1680664004112
