"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 16.0358974358974 37.7928877128146 25.8807315285272 1.36706420427972 6.35650336322379 1.54011998021941
2 6.2375 8.75544336179148 27.8791670175291 1.20551286638693 7.47655482049879 1.45615080391048
3 2.1575 7.72531262333151 30.6603897849462 0.988853390626507 9.44079301075269 1.40633006860962
4 3.1925 8.05810270664064 32.7993505747126 1.26996511487379 12.2017672413793 1.16543946225247
5 21.3275 23.8978916299948 33.7221774193548 1.1269372474544 15.1379032258065 1.22669284699045
6 179.323076923077 79.1247597869089 30.9429914529914 1.56068769421444 16.8965811965812 0.952360713267372
7 226.2075 70.4041825225367 28.0108064516129 1.00858016257617 16.1229838709677 0.880782002020728
8 180.915 50.8726038306751 27.8260483870968 0.644289894355584 15.8875 0.842292781238059
9 141.5825 53.8917190132689 27.6763793103448 0.778437819819748 15.4773132183908 0.841433743899859
10 46.725 36.0884934428463 27.9659005376344 0.828145756426514 12.8452284946236 1.48540935201015
11 11.9825 20.1195642444019 27.33975 1.03709279929955 8.73083333333333 1.64704496675322
12 5.85526315789474 8.84215020224982 25.9864035087719 0.946708810813541 6.86476796830787 1.91972205013636
