"anio" "ppAcc" "mTmax" "mTmin"
1970 28.1479293151577 -0.746501372598374 23.9985137763616
1971 11.5474819580015 0.607291307834608 29.8273831282326
1972 -14.3054810295244 6.83994345245662 29.1404679399696
1973 20.729457443794 6.51004235504363 17.9398402020836
1974 -12.6360309411985 4.96345569139663 11.0547803885066
1975 6.65669860065235 5.89496254071161 9.4575201145336
1976 -23.2405660092968 9.25797623934162 14.2021385098366
1977 10.1014089941699 10.3470173352316 17.4054653200126
1978 -24.3809650132941 12.5798940475606 0.484917374807612
1979 -66.0819471491532 17.2793032535596 14.9519692478196
1980 7.0681827773524 1.64928058716761 37.3620763980356
1981 -16.3393885314989 0.671149892036631 13.8984601522666
1982 9.27844064076979 10.0182502119446 14.6766981967256
1983 -5.57025979272049 2.40181185577963 9.3479310734376
1984 10.8891072752814 13.9301073868826 2.62134225690961
1985 -4.57094107787752 8.33331870509461 5.9506707994646
1986 1.01348703448027 9.79369052505561 4.22136927906761
1987 -10.5903667484611 13.9634556913966 -1.4054935840964
1988 7.85588105846391 10.7800148068346 12.2676638935436
1989 -6.59309188908919 11.6064610878266 11.3282699541506
1990 24.4563284156201 9.22956714843263 13.3454014968496
1991 29.1942747930521 11.1826337735886 9.5808077857666
1992 59.7146440134328 -3.97972867869139 10.8590471749426
1993 19.8477056365796 12.0593461023556 8.2657392926156
1994 -13.5648095114643 31.1658709761836 13.9789242241226
1996 -99.6002725140628 -10.4184943488934 8.22524775353461
1997 -8.92091666013516 7.04564747221863 16.1698488816566
1998 -15.5046634873359 31.8433756883776 -28.7323361064559
1999 -9.89672199345243 -9.35005700165537 -22.1126616484536
2000 -8.25078528665224 -21.7657006408814 -28.3774476421727
2001 -15.328313125893 -26.3825196284274 -32.060159797916
2002 14.6982750824476 -29.9132566373704 -27.2411100224527
2003 9.64289805441841 -31.7212481373894 -44.2927170501156
2004 13.6519296045532 -37.0289090065604 -39.6054336993747
2005 -25.72122776026 -24.4885991031244 -39.5780963238226
2006 3.15320475332051 -28.0502429387404 -37.7753565977952
2007 22.5752578935627 -32.5570922538094 -37.8438497484801
2008 67.3329796277651 -8.06291928304638 -14.926859357967
2009 3.54117554849485 4.51140089687563 -6.6109730361514
