"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 10.8461538461538 21.0940231763688 23.8619520264682 1.93967545268784 5.26203473945409 1.35596352804994
2 6.17179487179487 10.6241271769781 25.3947485252083 2.06443068483854 6.35784937710225 1.72982529855435
3 5.4921052631579 9.34996405771231 28.1669486564018 1.35494710479593 8.6138560388736 1.4333416117746
4 9.76666666666667 12.6055821664208 30.4235992402659 1.71676216995734 11.3743114909782 1.40255506370182
5 34.0026315789474 32.3032714169784 31.3857045840408 1.24145468813658 13.5461799660441 1.1303228656011
6 114.141025641026 60.8602701532856 29.3069112879458 1.58125539280287 14.2028588269968 1.12663903550479
7 155.142105263158 86.3960479313191 27.6693548387097 1.13879667281932 13.6608658743633 1.03406477979483
8 120.679487179487 52.0447640295159 27.7018196856907 1.03580587128372 13.2249793217535 1.07316257952489
9 114.528205128205 84.3281059119298 27.1623931623932 1.36271743234606 12.8752136752137 1.27273977965202
10 42.025641025641 41.068695453944 26.6050454921423 1.63694673342423 10.6058726220017 1.57378624664055
11 11.8871794871795 19.7994441640107 25.6471320037987 1.89745782477347 7.82431149097816 1.46665067943514
12 7.78717948717949 15.3568633633849 24.3034178187404 1.95674461825402 6.04962779156328 1.25200635638017
