"anio" "ppAcc" "mTmax" "mTmin"
1970 464.1 28.1684931506849 10.7945205479452
1971 813.9 27.4542682926829 9.10518292682927
1972 545.1 28.0671232876712 9.09041095890411
1973 654.7 27.213698630137 8.85068493150685
1974 520.5 26.9424657534247 8.53561643835616
1975 683.8 26.9767123287671 8.87260273972603
1976 909.9 25.962874251497 8.79640718562874
1977 562 27.1972602739726 8.78082191780822
1978 629.1 26.337741046832 9.43801652892562
1979 387.5 26.8808219178082 9.15068493150685
1980 96 23.3389830508475 4.57627118644068
1981 534 27.2472727272727 11.0436363636364
1982 499 27.4602739726027 9.71232876712329
1983 749.6 26.6657534246575 9.33561643835616
1984 527.3 26.113698630137 9.52054794520548
1985 400.5 26.3438356164384 10.3547945205479
1986 649.7 27.1109589041096 10.3767123287671
1987 509.1 27.172602739726 10.0279452054795
1988 698.8 27.5232876712329 9.85890410958904
1989 471.5 27.6986301369863 9.61506849315069
1990 622.3 27.2445054945055 10.3186813186813
1991 817.1 26.8502747252747 11.4931318681319
1992 773.8 25.6821917808219 11.4315068493151
1993 640.7 26.5342465753425 10.8794520547945
1994 626.1 27.372602739726 10.5479452054795
1995 618.9 27.4835616438356 11.0780821917808
1996 628.1 26.4590163934426 10.3319672131148
1997 533.8 26.6219178082192 10.8315068493151
1998 1033.2 27.2164383561644 11.1301369863014
1999 294.1 26.541095890411 10.4904109589041
2000 458.4 27.0573770491803 10.8620218579235
2001 617.8 26.513698630137 10.8164383561644
2002 790 26.58356545961 11.1754874651811
2003 1108.4 26.5534626038781 11.2216066481994
2004 856.6 28.0669398907104 10.9775956284153
2005 334.3 30.6643835616438 12.3315068493151
2006 679.6 30.2547945205479 12.0095890410959
2007 670.9 29.027397260274 11.6041095890411
2008 459.9 28.6505464480874 10.6871584699454
2009 601.6 29.1657534246575 11.3671232876712
