"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 13.0175 25.1397518244487 22.5504384280594 1.94131267027092 3.36659338197645 1.79484609062583
2 6.3525 9.86724671285297 24.6316979277109 2.03147434532404 4.53554709578416 1.68530425645396
3 5.65 7.64500842682033 27.6769623655914 1.8357980072192 7.46360752688172 1.68343561966617
4 13.1358974358974 14.9093663104331 29.7622184329081 2.15799223866406 10.4874445286514 1.35522118249655
5 37.5692307692308 27.5728905176439 30.6346744653196 2.16665205613307 13.0014088475627 1.40805328674083
6 114.530769230769 72.5725994176509 27.9780031080031 1.90178093381088 14.0631934731935 1.05533376932658
7 146.860526315789 81.9364834407386 25.9383006636827 1.79584412724486 13.6594266090446 1.17329273061705
8 112.269230769231 58.0879014210186 25.7069863552494 1.99114250043798 13.4593882131103 1.12509987099734
9 112.9175 74.0764085339054 25.1803754578755 1.81711115847308 12.9371588827839 1.51664543619071
10 37.31 36.6455636241733 24.8389832949309 2.32886449422896 9.81891075695511 2.27736512915385
11 9.8725 13.5739945087316 24.0950319284802 2.03581960351947 6.10738473818646 2.015108115294
12 8.2825 13.840129084547 22.7699164746544 1.96892123268185 4.09308467741935 1.71148204739748
