"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 90.8205128205128 56.5111874321647 26.858147229115 1.46821378769247 17.0143920595534 1.23925135964889
2 52.0384615384615 32.1876620313519 27.9398288493116 1.75944268979191 17.3436276367311 0.860477576064809
3 29.3128205128205 24.2902859020593 30.8714640198511 1.30478577869635 19.325641025641 1.16145465464287
4 28.8846153846154 30.2530254116626 33.0322870615974 1.37014531629194 21.3096080165046 1.08119045510749
5 59.1307692307692 64.2623084824843 34.5938792390405 1.30085299690778 23.0885856079404 0.960959494055915
6 233.738461538462 168.105722710731 33.3299145299145 1.58516136156866 23.1726495726496 0.532118781251823
7 325.438461538462 174.467538249481 32.2890818858561 1.32593772774964 22.5384615384615 0.485673149039327
8 332.264102564103 183.324101104803 32.2564102564103 1.20010813170802 22.5128205128205 0.439523792197795
9 524.061538461538 285.092550637771 31.6299145299145 1.20996217793564 22.5367521367521 0.516725795812617
10 415.738461538462 205.821085584677 30.4971877584781 1.31177272224965 21.2650951199338 0.767905588054564
11 227.269230769231 152.72271253182 29.1602564102564 1.37704985632061 19.2944444444444 1.0225693854933
12 164.164102564103 100.871608042312 27.3572925282603 1.41826534536146 17.7350289495451 1.06242121312498
