"anio" "mes" "dia" "pp" "tmax" "tmin"
1970 4 24 0 35 16
1970 4 25 0 35 14
1970 4 26 0 35.5 17
1970 4 27 0 36 17
1970 4 28 0 36.5 16.5
1970 4 29 0 35 16.5
1970 4 30 0 36 16.5
1970 5 1 1 35 18
1970 5 2 18 29 20.5
1970 5 3 1 20 18
1970 5 4 0 23.5 16
1970 5 5 0 23 16
1970 5 6 0 28 11.5
1970 5 7 0 29 10.5
1970 5 8 0 29.5 11
1970 5 9 0 31.5 13.5
1970 5 10 0 33.5 16.5
1970 5 11 0 34.5 18
1970 5 12 0 32.5 17.5
1970 5 13 0 32 18.5
1970 5 14 8 30 19
1970 5 15 1 31.5 16
1970 5 16 15 24 18.5
1970 5 17 0 23.5 17
1970 5 18 0 28.5 11.5
1970 5 19 0 30 11.5
1970 5 20 0 29.5 14
1970 5 21 10 27 17.5
1970 5 22 3 27.5 14.5
1970 5 23 3.5 28 14
1970 5 24 0 29 17.5
1970 5 25 1 30 17.5
1970 5 26 10.5 28 19.5
1970 5 27 0 30 21
1970 5 28 0 32 21
1970 5 29 0 34 20.5
1970 5 30 0 34 19
1970 5 31 0 34.5 19
1970 6 1 20 33.5 20
1970 6 2 40.5 28 18.5
1970 6 3 1.5 26.5 17
1970 6 4 0 31 15
1970 6 5 0 32 13.5
1970 6 6 0 31 14
1970 6 7 0 31 17
1970 6 8 15 29.5 20.5
1970 6 9 2 29 18
1970 6 10 0 30.5 19.5
1970 6 11 0 33.5 19
1970 6 12 0 35 17
1970 6 13 0 33.5 19
1970 6 14 9 30 19
1970 6 15 0 31.5 15
1970 6 16 0 31.5 16.5
1970 6 17 6 31 19
1970 6 18 14 31 18.5
1970 6 19 30 27.5 19
1970 6 20 12 27 19.5
1970 6 21 22.5 29 19
1970 6 22 44 28.5 20
1970 6 23 14.5 29 19
1970 6 24 21 30 19.5
1970 6 25 69.5 29 18.5
1970 6 26 96 28.5 20
1970 6 27 30 29.5 18.5
1970 6 28 2.5 30 20.5
1970 6 29 0 29.5 19.5
1970 6 30 22.5 30 19.5
1970 7 1 8.5 26 16.5
1970 7 2 0 25.5 17.5
1970 7 3 7.5 27 16
1970 7 4 16.5 28 16.5
1970 7 5 6.5 28.5 18
1970 7 6 2.5 28.5 18
1970 7 7 5 28.5 16.5
1970 7 8 29 29 18
1970 7 9 10 30.5 16.5
1970 7 10 0 30 16
1970 7 11 4 30 15
1970 7 12 0 30.5 17
1970 7 13 8.5 30 17.5
1970 7 14 57 27 19
1970 7 15 8 27 19.5
1970 7 16 42 28 18.5
1970 7 17 20 27 14
1970 7 18 0 27.5 15.5
1970 7 19 11 29 14.5
1970 7 20 1.5 29 16.5
1970 7 21 24.5 28.5 17.5
1970 7 22 31.5 28 17.5
1970 7 23 51 28 18.5
1970 7 24 14 28.5 18.5
1970 7 25 13 29 17
1970 7 26 32 28 18
1970 7 27 4 28 17
1970 7 28 23.5 27 17
1970 7 29 0 28.5 17.5
1970 7 30 6.5 28 18.5
1970 7 31 28.5 29.5 16
1970 8 1 7.5 29.5 16
1970 8 2 38 29 18
1970 8 3 17 29 18
1970 8 4 162 25 19
1970 8 5 33 28 19
1970 8 6 59.5 28 19.5
1970 8 7 2 28 20
1970 8 8 0 29 16
1970 8 9 2 29.5 18
1970 8 10 20.5 29 18.5
1970 8 11 29 31 17.5
1970 8 12 6 30 18.5
1970 8 13 0 31 18.5
1970 8 14 0 30 16.5
1970 8 15 6.5 30 17
1970 8 16 28 28 18.5
1970 8 17 18.5 27 18.5
1970 8 18 0 29 16.5
1970 8 19 0 29 16
1970 8 20 0 31 17.5
1970 8 21 16.5 30 19.5
1970 8 22 0 31 18
1970 8 23 0 30 18
1970 8 24 13 30 16
1970 8 25 0 30 15.5
1970 8 26 81 29 16
1970 8 27 1 25.5 17
1970 8 28 4 27 18
1970 8 29 1 25 17
1970 8 30 11.5 23 19
1970 8 31 23.5 26 19.5
1970 9 1 20.5 28.5 18.5
1970 9 2 84.5 29.5 18
1970 9 3 0 30 17
1970 9 4 0 29.5 18.5
1970 9 5 11 30 17.5
1970 9 6 43.5 30.5 18
1970 9 7 21 28 18
1970 9 8 20 28.5 19
1970 9 9 19 28 18.5
1970 9 10 2 28 19.5
1970 9 11 10 29.5 17
1970 9 12 0 29 18.5
1970 9 13 15.5 30.5 20
1970 9 14 20.5 30.5 16
1970 9 15 0 30 17
1970 9 16 12.5 30.5 16.5
1970 9 17 27.5 29.5 17
1970 9 18 20 28.5 18
1970 9 19 18.5 28.5 16.5
1970 9 20 16.5 28.5 17.5
1970 9 21 1 28.5 17.5
1970 9 22 2 28.5 18.5
1970 9 23 128 29 17.5
1970 9 24 82 25 19
1970 9 25 41 23.5 20
1970 9 26 35 28.5 19
1970 9 27 77 28 19
1970 9 28 0 28 19
1970 9 29 2 26 16.5
1970 9 30 0 27.5 18
1970 10 1 0 26 18.5
1970 10 2 0 28 15.5
1970 10 3 0 26 16.5
1970 10 4 0 27.5 17.5
1970 10 5 29 29.5 18
1970 10 6 0 29 19
1970 10 7 0 30 19.5
1970 10 8 0 30.5 16.5
1970 10 9 3.5 31 17
1970 10 10 0 29.5 17.5
1970 10 11 0 29.5 16
1970 10 12 2.5 31 15.5
1970 10 13 0 29 16.5
1970 10 14 30 29 18.5
1970 10 15 14.5 27 19
1970 10 16 2 25 18.5
1970 10 17 0 24 16.5
1970 10 18 0 27 16
1970 10 19 0 28.5 16
1970 10 20 7.5 27.5 17.5
1970 10 21 0 28 15.5
1970 10 22 0 29 17
1970 10 23 0 29 15.5
1970 10 24 0 30 15
1970 10 25 0 30 15.5
1970 10 26 0 30 14
1970 10 27 0 31 15.5
1970 10 28 2 27.5 19
1970 10 29 1.5 22 18.5
1970 10 30 1 24 16
1970 10 31 0 26 17
1970 11 1 0 26 15
1970 11 2 52 23.5 16.5
1970 11 3 10 21.5 16
1970 11 4 23 20 16
1970 11 5 1.5 16 14
1970 11 6 0 22.5 10
1970 11 7 0 25.5 12
1970 11 8 0 25 11
1970 11 9 0 26.5 10.5
1970 11 10 0 23.5 11.5
1970 11 11 0 27 11.5
1970 11 12 0 26.5 12
1970 11 13 0 28.5 13.5
1970 11 14 2.5 22.5 14
1970 11 15 4.5 13.5 12.5
1970 11 16 0 17 10.5
1970 11 17 0 23.5 5
1970 11 18 0 25 3
1970 11 19 0 27.5 4
1970 11 20 0 27 6
1970 11 21 0 26 9.5
1970 11 22 0 27 8
1970 11 23 0 24.5 8
1970 11 24 0 18 9.5
1970 11 25 0 22.5 9
1970 11 26 0 24 8.5
1970 11 27 0 26 9
1970 11 28 0 27 9
1970 11 29 0 25.5 10.5
1970 11 30 0 26 14
1970 12 1 0 27.5 8.5
1970 12 2 0 27 9.5
1970 12 3 0 27.5 10
1970 12 4 0 26 11
1970 12 5 0 26.5 12.5
1970 12 6 0 24 14
1970 12 7 0 22.5 11.5
1970 12 8 12.5 26.5 11
1970 12 9 0 25 12
1970 12 10 0 26 11
1970 12 11 0 27 10
1970 12 12 0 27 11
1970 12 13 0 26 14.5
1970 12 14 1 18 15
1970 12 15 0 28 12
1970 12 16 0 27.5 11
1970 12 17 0 27 11.5
1970 12 18 0 29 13
1970 12 19 1 28.5 14
1970 12 20 0 30 15
1970 12 21 0 29 13
1970 12 22 0 29.5 12.5
1970 12 23 0 29.5 10.5
1970 12 24 0 27.5 11
1970 12 25 0 28.5 12
1970 12 26 0 26.5 13
1970 12 27 0 27.5 13
1970 12 28 0 30 9.5
1970 12 29 0 29.5 7.5
1970 12 30 0 29 8
1970 12 31 4 27.5 9.5
1971 1 1 0 24 11
1971 1 2 0 28 11.5
1971 1 3 0 30 11.5
1971 1 4 1 32 10.5
1971 1 5 1 18.5 11
1971 1 6 0 18 11.5
1971 1 7 1.5 16.5 12
1971 1 8 0 15.5 12
1971 1 9 0 26 10
1971 1 10 0 27 10.5
1971 1 11 0 29 11.5
1971 1 12 0 28.5 12
1971 1 13 0 28 10
1971 1 14 0 28.5 10.5
1971 1 15 23 23 11.5
1971 1 16 0 24.5 12.5
1971 1 17 0 26 11
1971 1 18 0 28.5 9.5
1971 1 19 1.5 23.5 10.5
1971 1 20 6 16 13
1971 1 21 0 25 10
1971 1 22 0 27 8.5
1971 1 23 0 29 8
1971 1 24 0 30.5 9
1971 1 25 0 30.5 10.5
1971 1 26 0 28 11
1971 1 27 1.5 27.5 11.5
1971 1 28 0 27 11.5
1971 1 29 0 29 12
1971 1 30 0 30 9
1971 1 31 0 32 9.5
1971 2 1 1.5 29 10.5
1971 2 2 18.5 27 11
1971 2 3 0 26 11.5
1971 2 4 0 30 11
1971 2 5 0 27.5 12
1971 2 6 0 29 11.5
1971 2 7 0 33.5 12
1971 2 8 1.5 17 10.5
1971 2 9 4.5 19 11
1971 2 10 0 20 12
1971 2 11 0 26 10.5
1971 2 12 0 27 10
1971 2 13 0 17 11
1971 2 14 0 23.5 8
1971 2 15 0 27.5 6.5
1971 2 16 0 29 7.5
1971 2 17 0 29 7
1971 2 18 0 28.5 8
1971 2 19 0 33 11.5
1971 2 20 0 33 11.5
1971 2 21 0 38 12.5
1971 2 22 3 22 13.5
1971 2 23 0 25.5 15
1971 2 24 0 29 12
1971 2 25 0 32 13
1971 2 26 0 36 13.5
1971 2 27 0 32 11
1971 2 28 0 33.5 12
1971 3 1 0 34 12.5
1971 3 2 0 34 13
1971 3 3 0 18 14.5
1971 3 4 0 22 10
1971 3 5 0 28 8.5
1971 3 6 0 34 8.5
1971 3 7 1 20 10.5
1971 3 8 0 22.5 11.5
1971 3 9 0 29 10
1971 3 10 0 31.5 10.5
1971 3 11 0 32 11.5
1971 3 12 0 33 12
1971 3 13 0 34 14
1971 3 14 0 34.5 16
1971 3 15 0 33 15
1971 3 16 0 28 15
1971 3 17 0 29 16.5
1971 3 18 0 32.5 12.5
1971 3 19 8 31.5 13.5
1971 3 20 4 19 15.5
1971 3 21 0 28 10
1971 3 22 0 32 12
1971 3 23 0 33 13.5
1971 3 24 0 33 12
1971 3 25 0 34 14
1971 3 26 0 36.5 14
1971 3 27 0 32 15.5
1971 3 28 0 33 14
1971 3 29 0 35 15.5
1971 3 30 3 26 17.5
1971 3 31 0 29.5 12
1971 4 1 0 35 14
1971 4 2 20 28 17
1971 4 3 1 25 16.5
1971 4 4 3 28 16.5
1971 4 5 27 23 17
1971 4 6 17 16 15.5
1971 4 7 5.5 15 13
1971 4 8 0 24 12
1971 4 9 0 26 9.5
1971 4 10 0 25 11
1971 4 11 0 26 11
1971 4 12 6.5 25.5 12
1971 4 13 0 24 11
1971 4 14 0 26 14
1971 4 15 0 29 13
1971 4 16 0 33 13.5
1971 4 17 0 32 16.5
1971 4 18 0 34 13.5
1971 4 19 0 33 13
1971 4 20 0 33 13.5
1971 4 21 0 32 17
1971 4 22 0 35.5 16
1971 4 23 0 37 15.5
1971 4 24 0 32.5 16
1971 4 25 0 35.5 16
1971 4 26 0 36 15.5
1971 4 27 0 37 16
1971 4 28 0 37 15.5
1971 4 29 0 38 16
1971 4 30 0 35.5 16
1971 5 1 0 30 17.5
1971 5 2 0 31.5 19
1971 5 3 0 31.5 17
1971 5 4 0 31.5 18.5
1971 5 5 1 33 15.5
1971 5 6 0 36 15
1971 5 7 0 37.5 16
1971 5 8 0 34 19
1971 5 9 0 34.5 17.5
1971 5 10 0 34 18.5
1971 5 11 4.5 34 19
1971 5 12 11 34 20.5
1971 5 13 10 23 18
1971 5 14 2 22 18.5
1971 5 15 0 27 16
1971 5 16 0 31 17.5
1971 5 17 0 32 17
1971 5 18 0 32.5 15
1971 5 19 0 34 17
1971 5 20 7 33 17.5
1971 5 21 0 33 19.5
1971 5 22 0 33 18
1971 5 23 0 33 19
1971 5 24 0 36 19.5
1971 5 25 1 33 21.5
1971 5 26 0 32 19
1971 5 27 0 33 16
1971 5 28 0 33 16.5
1971 5 29 0 30.5 18
1971 5 30 23 34.5 18
1971 5 31 6.5 33.5 18
1971 6 1 0 32.5 18.5
1971 6 2 0 33.5 19
1971 6 3 0 33 16.5
1971 6 4 0 30 20
1971 6 5 0 30.5 17
1971 6 6 2 31.5 15.5
1971 6 7 0 32.5 17
1971 6 8 1 32 19
1971 6 9 0 33 17.5
1971 6 10 0 33 17
1971 6 11 0 33.5 18.5
1971 6 12 1 29 20.5
1971 6 13 11 31 17.5
1971 6 14 0 32 17.5
1971 6 15 0 31 17.5
1971 6 16 22 25 19.5
1971 6 17 31 27 19.5
1971 6 18 0 26 19
1971 6 19 32 29 19.5
1971 6 20 53 29 17
1971 6 21 3 30 16.5
1971 6 22 0 30.5 18
1971 6 23 1 30 16.5
1971 6 24 60.5 30 17.5
1971 6 25 0 29 18
1971 6 26 3.5 31 18.5
1971 6 27 2 31 18
1971 6 28 58 31 17.5
1971 6 29 0 31 18.5
1971 6 30 13 30 17
1971 7 1 6.5 27 14
1971 7 2 11 26 16
1971 7 3 26 29.5 17
1971 7 4 0 30 15.5
1971 7 5 0 30.5 15.5
1971 7 6 0 30.5 15.5
1971 7 7 19.5 30 16.5
1971 7 8 0 30 16.5
1971 7 9 11 29 18
1971 7 10 37.5 28.5 17
1971 7 11 0 29 18.5
1971 7 12 102 27 18
1971 7 13 30 24 18.5
1971 7 14 1 28 18
1971 7 15 9 28.5 15
1971 7 16 0 29 16.5
1971 7 17 27 28 16
1971 7 18 41 28 17.5
1971 7 19 20 26 18
1971 7 20 0 29 14
1971 7 21 6.5 27 15.5
1971 7 22 1 28.5 17
1971 7 23 0 28.5 16
1971 7 24 1 30.5 17.5
1971 7 25 26 31 19
1971 7 26 50 29 19
1971 7 27 2.5 23 17
1971 7 28 5 28 16
1971 7 29 0 29 17.5
1971 7 30 6 27 17.5
1971 7 31 17.5 29 18.5
1971 8 1 15.5 29 15
1971 8 2 21 29 16
1971 8 3 20.5 30 18.5
1971 8 4 21.5 28.5 18.5
1971 8 5 83.5 27.5 17
1971 8 6 69 28.5 18.5
1971 8 7 33.5 27 16.5
1971 8 8 2 28.5 17.5
1971 8 9 11 29 18.5
1971 8 10 9.5 30 18
1971 8 11 0 29 13.5
1971 8 12 0 30 15.5
1971 8 13 0 30 16
1971 8 14 2 30.5 16.5
1971 8 15 20 30.5 18
1971 8 16 5 27.5 15.5
1971 8 17 5.5 28.5 15.5
1971 8 18 0 29 16
1971 8 19 0 29.5 16
1971 8 20 5 27.5 15.5
1971 8 21 49.5 27 17.5
1971 8 22 0 29 16
1971 8 23 4.5 30 18
1971 8 24 5 31 17.5
1971 8 25 36 25 16.5
1971 8 26 9.5 25 17
1971 8 27 1 29 16.5
1971 8 28 0 28.5 15
1971 8 29 80 28 17
1971 8 30 12.5 27 18
1971 8 31 13.5 27 18
1971 9 1 18.5 29.5 18.5
1971 9 2 44.5 30 19
1971 9 3 51 30.5 18.5
1971 9 4 53.5 30 17.5
1971 9 5 31.5 29 19.5
1971 9 6 54.5 30 18.5
1971 9 7 0 29 16.5
1971 9 8 3.5 32.5 17
1971 9 9 13.5 32 16.5
1971 9 10 0 32.5 18
1971 9 11 0 31.5 17.5
1971 9 12 10.5 33 17.5
1971 9 13 5.5 29 18.5
1971 9 14 20 31 18
1971 9 15 0 30.5 19
1971 9 16 0 30 20
1971 9 17 21 31 18.5
1971 9 18 0 30.5 19
1971 9 19 2 29 18
1971 9 20 1.5 27.5 16
1971 9 21 3.5 29 18
1971 9 22 10 28.5 16.5
1971 9 23 96.5 25 18
1971 9 24 10.5 28 17.5
1971 9 25 6.5 29 17
1971 9 26 46.5 30 18
1971 9 27 7.5 29 18
1971 9 28 4.5 30 18
1971 9 29 1 27.5 18.5
1971 9 30 4.5 29.5 17.5
1971 10 1 2.5 28 16
1971 10 2 20 28.5 17
1971 10 3 14 28 19
1971 10 4 19 29 19
1971 10 5 12.5 27.5 19
1971 10 6 13 27.5 17
1971 10 7 4 28.5 18
1971 10 8 2 28.5 18
1971 10 9 33.5 29.5 18
1971 10 10 6 28.5 19
1971 10 11 0 27.5 18
1971 10 12 0 27.5 14.5
1971 10 13 1 26.5 16
1971 10 14 5.5 29 19.5
1971 10 15 21 30 19.5
1971 10 16 0 30 17.5
1971 10 17 0 30 19
1971 10 18 0 30 17.5
1971 10 19 0 30.5 18.5
1971 10 20 1.5 30 17.5
1971 10 21 2 29.5 16
1971 10 22 5.5 27 17.5
1971 10 23 6 28 14.5
1971 10 24 0 28 15.5
1971 10 25 0 28 15.5
1971 10 26 0 25.5 17
1971 10 27 0 29 12
1971 10 28 0 30 14
1971 10 29 1 25 16
1971 10 30 0 26 18
1971 10 31 0 28 16
1971 11 1 0 28 14.5
1971 11 2 0 29 14.5
1971 11 3 34.5 29 15
1971 11 4 0 25.5 16.5
1971 11 5 0 23 14
1971 11 6 10.5 27 14.5
1971 11 7 0 27 14.5
1971 11 8 7.5 27 16
1971 11 9 18 28 16.5
1971 11 10 17.5 27 17.5
1971 11 11 0 23.5 16
1971 11 12 0 26 16
1971 11 13 0 28 12
1971 11 14 0 26 9
1971 11 15 0 27 10.5
1971 11 16 0 29 12.5
1971 11 17 0 29 10
1971 11 18 0 29 12
1971 11 19 3.5 27 13.5
1971 11 20 0 28 17.5
1971 11 21 0 29 14.5
1971 11 22 0 28 15
1971 11 23 0 28 14
1971 11 24 0 27 15
1971 11 25 0 25 14
1971 11 26 0 29 16
1971 11 27 3 28 16.5
1971 11 28 0 29.5 16.5
1971 11 29 0 30.5 14
1971 11 30 0 30.5 14.5
1971 12 1 1.5 30 15.5
1971 12 2 27 29 16
1971 12 3 1.5 24.5 16.5
1971 12 4 0 28 13.5
1971 12 5 0 29 14
1971 12 6 2.5 22 14
1971 12 7 0 25 15.5
1971 12 8 0 29 13.5
1971 12 9 0 29 14
1971 12 10 0 29.5 13.5
1971 12 11 2 27.5 14
1971 12 12 5 28 13.5
1971 12 13 0 27.5 14.5
1971 12 14 0 29 14.5
1971 12 15 0 31 12
1971 12 16 0 29 12.5
1971 12 17 5.5 29 12.5
1971 12 18 5.5 21 13
1971 12 19 0 25 14
1971 12 20 0 29 11.5
1971 12 21 0 27.5 12
1971 12 22 8.5 26 13
1971 12 23 0 24 15
1971 12 24 0 22.5 11
1971 12 25 1 20.5 11
1971 12 26 0 26 14
1971 12 27 0 27 11
1971 12 28 0 28 11.5
1971 12 29 0 27.5 12.5
1971 12 30 0 27 11.5
1971 12 31 0 27 12
1972 1 1 0 27.5 12
1972 1 2 0 28 12
1972 1 3 0 28 12.5
1972 1 4 1 30.5 12.5
1972 1 5 0 19 13
1972 1 6 0 20 12
1972 1 7 9 22 13
1972 1 8 0 27 15
1972 1 9 0 28 11
1972 1 10 0 30 10.5
1972 1 11 0 26 11
1972 1 12 0 27 11.5
1972 1 13 0 29 11.5
1972 1 14 1.5 28 11
1972 1 15 5 20 11.5
1972 1 16 13 16.5 13.5
1972 1 17 0 20 13.5
1972 1 18 0 23 11
1972 1 19 0 27 11.5
1972 1 20 0 27.5 11.5
1972 1 21 0 28 12.5
1972 1 22 0 28 14.5
1972 1 23 0 28.5 13
1972 1 24 0 29.5 12
1972 1 25 0 27 12
1972 1 26 20 27 14
1972 1 27 0 27 11.5
1972 1 28 0 27 12
1972 1 29 0 28 12
1972 1 30 0 28 11.5
1972 1 31 1 23 12
1972 2 1 0 24 15.5
1972 2 2 0 27 15.5
1972 2 3 0 21 13
1972 2 4 0 19 10
1972 2 5 0 23 11.5
1972 2 6 0 27.5 10
1972 2 7 0 28.5 10.5
1972 2 8 5 20.5 11.5
1972 2 9 7 18.5 16
1972 2 10 0 20 13
1972 2 11 0 23 13.5
1972 2 12 0 27 12.5
1972 2 13 0 23 13.5
1972 2 14 0 24 14
1972 2 15 0 30 11.5
1972 2 16 3 27.5 11
1972 2 17 1 19 12
1972 2 18 0 28 9
1972 2 19 0 25 7
1972 2 20 0 25 6
1972 2 21 0 26 6.5
1972 2 22 0 26 7.5
1972 2 23 0 27 8.5
1972 2 24 0 29 7.5
1972 2 25 0 31 9
1972 2 26 0 32 10
1972 2 27 0 30 12.5
1972 2 28 0 29.5 16.5
1972 2 29 0 28 12
1972 3 1 0 34.5 12.5
1972 3 2 0 34.5 13
1972 3 3 0 29 14
1972 3 4 0 33 11
1972 3 5 0 33 11.5
1972 3 6 3 26 12.5
1972 3 7 0 31 11.5
1972 3 8 0 33.5 10
1972 3 9 5 29 11.5
1972 3 10 0 28 12.5
1972 3 11 3 27 12.5
1972 3 12 6.5 28 11.5
1972 3 13 3 26 12.5
1972 3 14 0 28.5 13.5
1972 3 15 0 33 14
1972 3 16 3 31 12.5
1972 3 17 0 26 14
1972 3 18 0 31.5 15
1972 3 19 0 26 15
1972 3 20 0 31 16
1972 3 21 1.5 32 14
1972 3 22 15.5 29 15.5
1972 3 23 1 30.5 12.5
1972 3 24 20 31 14.5
1972 3 25 0 32 14
1972 3 26 48.5 31 15.5
1972 3 27 0 32.5 16
1972 3 28 0 35 16
1972 3 29 0 35 16
1972 3 30 0 29 18
1972 3 31 0 28.5 20
1972 4 1 6.5 20 16.5
1972 4 2 0 27 14.5
1972 4 3 0 31.5 14
1972 4 4 0 29.5 15.5
1972 4 5 0 31.5 17.5
1972 4 6 0 32 14.5
1972 4 7 0 33.5 12.5
1972 4 8 0 34 14.5
1972 4 9 0 33 16.5
1972 4 10 0 33 15
1972 4 11 0 33 16.5
1972 4 12 0 33 17
1972 4 13 0 33 16
1972 4 14 0 36 17
1972 4 15 0 36.5 16
1972 4 16 15 33.5 19
1972 4 17 15 29.5 19
1972 4 18 26 31 14.5
1972 4 19 0 31 16
1972 4 20 0 31 18
1972 4 21 23 34.5 18.5
1972 4 22 0 30 18.5
1972 4 23 0 31 17.5
1972 4 24 1 32 18
1972 4 25 11.5 27.5 19.5
1972 4 26 8.5 29 16
1972 4 27 0 32 17
1972 4 28 31 31.5 18
1972 4 29 0 29 16
1972 4 30 0 29 18
1972 5 1 0 30 19.5
1972 5 2 3 29.5 18
1972 5 3 15.5 28.5 18.5
1972 5 4 11.5 26.5 16.5
1972 5 5 1 29 16.5
1972 5 6 0 30 16.5
1972 5 7 0 32.5 18
1972 5 8 0 32 17.5
1972 5 9 46 32.5 20
1972 5 10 0 31 17.5
1972 5 11 0 30.5 18.5
1972 5 12 0 32 18
1972 5 13 36.5 30 19.5
1972 5 14 0 30.5 17.5
1972 5 15 1.5 29.5 20
1972 5 16 0 31.5 20.5
1972 5 17 0 30 21
1972 5 18 8.5 24.5 21.5
1972 5 19 2 28.5 16
1972 5 20 2.5 27 18
1972 5 21 0 28.5 17
1972 5 22 0 29 12.5
1972 5 23 0 31 12.5
1972 5 24 0 31.5 16
1972 5 25 0 31 19.5
1972 5 26 0 30.5 17
1972 5 27 4 30 16.5
1972 5 28 1.5 29 18.5
1972 5 29 23.5 27 18
1972 5 30 2.5 25.5 19.5
1972 5 31 37 24 19
1972 6 1 29.5 26 18.5
1972 6 2 0 28 17
1972 6 3 10.5 27 19.5
1972 6 4 2.5 27 17
1972 6 5 5 28 16
1972 6 6 1.5 28 18.5
1972 6 7 31 29 17
1972 6 8 2 30 17.5
1972 6 9 10 31 19.5
1972 6 10 32 29 19
1972 6 11 1.5 28.5 19.5
1972 6 12 41 27.5 20.5
1972 6 13 7 29 19
1972 6 14 106.5 29 19
1972 6 15 19 29 19.5
1972 6 16 17 28 18
1972 6 17 11 29 19
1972 6 18 6.5 29 17.5
1972 6 19 0 29 16.5
1972 6 20 0 30 18
1972 6 21 2 31 20
1972 6 22 1 30 18.5
1972 6 23 0 31 18.5
1972 6 24 38 32 18
1972 6 25 0 31 16.5
1972 6 26 1 30.5 19.5
1972 6 27 0 31 18.5
1972 6 28 1 31 19.5
1972 6 29 7 29 18
1972 6 30 0 30 18
1972 7 1 2 29 17
1972 7 2 0 30 18
1972 7 3 21 29.5 18.5
1972 7 4 0 30 17.5
1972 7 5 14 28 16
1972 7 6 70 28 15
1972 7 7 9 27 15.5
1972 7 8 109.5 27 17.5
1972 7 9 9 27 18
1972 7 10 30 27.5 17.5
1972 7 11 49.5 27 18.5
1972 7 12 7 28 18
1972 7 13 48 26.5 17
1972 7 14 4.5 26 18.5
1972 7 15 6 28 17.5
1972 7 16 9 29 18
1972 7 17 1 30.5 17
1972 7 18 0 29.5 16
1972 7 19 21 29.5 18
1972 7 20 14 29.5 16.5
1972 7 21 12.5 29.5 17
1972 7 22 3 28 18
1972 7 23 38 24.5 17.5
1972 7 24 8 24.5 18.5
1972 7 25 9 24.5 18.5
1972 7 26 22 25.5 18.5
