"anio" "mes" "dia" "pp" "tmax" "tmin"
1971 8 16 0 32 22
1971 8 17 0 32 22
1971 8 18 0 31.5 21
1971 8 19 0 32 21
1971 8 20 0 31 22.5
1971 8 21 0 32 22
1971 8 22 0 32 23
1971 8 23 18 28 23
1971 8 24 1.4 27 20
1971 8 25 0 28 19
1971 8 26 0 28 19
1971 8 27 0 27 20
1971 8 28 0 27 20
1971 8 29 0 28 19
1971 8 30 0 27 19
1971 8 31 0 29 19
1971 9 1 0 30 23
1971 9 2 0 31 24
1971 9 3 0 31 23
1971 9 4 5 31 23
1971 9 5 5 29 22
1971 9 6 35 28 22
1971 9 7 12 28 22
1971 9 8 78 27 23
1971 9 9 5 27 22
1971 9 10 0 28 22
1971 9 11 0 28 23
1971 9 12 0 29 23
1971 9 13 0 28 23
1971 9 14 0 29 22
1971 9 15 0 30 22
1971 9 16 0 30 21
1971 9 17 0 28 21
1971 9 18 5 28 22
1971 9 19 0 29 22
1971 9 20 0 28 23
1971 9 21 5 29 23
1971 9 22 0 29 22
1971 9 23 0 29 22
1971 9 24 0 28 23
1971 9 25 0 28 22
1971 9 26 0 29 22
1971 9 27 0 29 23
1971 9 28 0 30 23
1971 9 29 0 30 24
1971 9 30 0 30 24
1971 10 1 0 31 23.5
1971 10 2 28.2 31.5 23
1971 10 3 20.1 31 22.5
1971 10 4 23.8 32.5 22
1971 10 5 16.2 29.5 21.5
1971 10 6 5 31 21
1971 10 7 6.5 30.5 21.5
1971 10 8 14.3 29.5 22.5
1971 10 9 18 32 23
1971 10 10 20 31 22.5
1971 10 11 0 30.5 21
1971 10 12 0 32.5 20
1971 10 13 0 31 21
1971 10 14 0 32.5 22
1971 10 15 0 31.5 22
1971 10 16 0 32 22.5
1971 10 17 0 31 22.5
1971 10 18 0 33.5 23
1971 10 19 0 32 21.5
1971 10 20 2.8 30 21
1971 10 21 96.5 28 22
1971 10 22 22 28.5 20.5
1971 10 23 0 30.5 21
1971 10 24 0 30 19.5
1971 10 25 0 30.5 20
1971 10 26 10.1 31 19.5
1971 10 27 8.2 31.5 20
1971 10 28 0.2 29.5 20.5
1971 10 29 0.9 30 22
1971 10 30 0 29 20
1971 10 31 0 28 18.5
1971 11 1 0 31 22.5
1971 11 2 22.5 33 22
1971 11 3 45 32 20.5
1971 11 4 11.3 29 21
1971 11 5 12.5 28.5 21.5
1971 11 6 17 26.5 20
1971 11 7 55.1 26 20.5
1971 11 8 13.5 25 21
1971 11 9 38.3 26.5 20
1971 11 10 35 25.5 20
1971 11 11 54.8 27 17.5
1971 11 12 2 26 17
1971 11 13 0 26.5 16.5
1971 11 14 0 28.5 17.5
1971 11 15 0 29 18.5
1971 11 16 0 29.5 18
1971 11 17 0 30.5 20.5
1971 11 18 5.2 30 21.5
1971 11 19 0 29 21.5
1971 11 20 0 28 21
1971 11 21 0 27.5 20.5
1971 11 22 0 29.5 21.5
1971 11 23 2.8 30.5 19
1971 11 24 7.3 29 20
1971 11 25 0 30.5 21.5
1971 11 26 2 28.5 20.5
1971 11 27 0 31 20.5
1971 11 28 0 30.5 19
1971 11 29 0 31 21.5
1971 11 30 0 31.5 21
1971 12 1 22.1 30 19
1971 12 2 1 27.5 18.5
1971 12 3 10.3 25 18
1971 12 4 0.5 28 19.5
1971 12 5 0 27.5 18
1971 12 6 0 28 17
1971 12 7 0 28.5 19
1971 12 8 0 30 17
1971 12 9 8.5 30 20
1971 12 10 0 28.5 19.5
1971 12 11 0 30 20.5
1971 12 12 0 31 19
1971 12 13 0 26.5 20
1971 12 14 0 31 19
1971 12 15 0 32 19.5
1971 12 16 0 30 20.5
1971 12 17 4.5 28 19
1971 12 18 3 25 20
1971 12 19 0 28.5 19
1971 12 20 0 27.5 19
1971 12 21 0 28 20.5
1971 12 22 2 27.5 20.5
1971 12 23 6.3 29 19.5
1971 12 24 42.6 31 19
1971 12 25 22.5 29.5 18
1971 12 26 0 26 17.5
1971 12 27 0 27.5 18.5
1971 12 28 0 28.5 19
1971 12 29 0 29.5 18
1971 12 30 0 29 18
1971 12 31 0 28.5 18.5
1972 1 1 0 28 18.5
1972 1 2 0 28.5 20.5
1972 1 3 0 27.5 21
1972 1 4 5 29 22
1972 1 5 0 28 16.5
1972 1 6 7.5 27.5 16
1972 1 7 10.8 28 16.5
1972 1 8 0 25 17
1972 1 9 0 25.5 16.5
1972 1 10 0 28 17
1972 1 11 0 27 19
1972 1 12 0 26.5 19.5
1972 1 13 0.4 29.5 18
1972 1 14 1.5 27 19
1972 1 15 22.1 27.5 18.5
1972 1 16 16.2 26.5 17.5
1972 1 17 0 27 17.5
1972 1 18 0 27 18.5
1972 1 19 0 27.5 18
1972 1 20 0 25.5 18.5
1972 1 21 0 26.5 19.5
1972 1 22 0 28 19.5
1972 1 23 0 27 20
1972 1 24 0 27.5 19.5
1972 1 25 1.3 26.5 19
1972 1 26 1.5 25 20
1972 1 27 0 27 19.5
1972 1 28 0 28 18
1972 1 29 0 27.5 18.5
1972 1 30 0 28 18
1972 1 31 0 29.5 19
1972 2 1 0 28 18
1972 2 2 0.4 29 18.5
1972 2 3 8.5 25.5 19
1972 2 4 9.2 24 16.5
1972 2 5 0 22 15
1972 2 6 0 24 13.5
1972 2 7 0 25.5 15.5
1972 2 8 1 24.5 16.5
1972 2 9 13 24 18
1972 2 10 0 25.5 17
1972 2 11 0 28.5 17.5
1972 2 12 0 28 19.5
1972 2 13 0 27.5 20
1972 2 14 0 28 20.5
1972 2 15 0 30.5 19
1972 2 16 0 28 19
1972 2 17 15 29.5 20
1972 2 18 0 27 19
1972 2 19 0 26.5 15
1972 2 20 0 27.5 15.5
1972 2 21 0 28 14
1972 2 22 0 27.5 16
1972 2 23 0 26.5 17
1972 2 24 0 27 16
1972 2 25 0 30 16
1972 2 26 0 31.5 19
1972 2 27 0 30.5 20
1972 2 28 0 30 19
1972 2 29 0 30.5 19.5
1972 3 1 0.6 30 20
1972 3 2 0 32 22
1972 3 3 0 30.5 21.5
1972 3 4 0 31.5 20.5
1972 3 5 0 33 20
1972 3 6 0 31 22
1972 3 7 0 30.5 24
1972 3 8 0 31 21.5
1972 3 9 17 26 19.5
1972 3 10 0 28 15.5
1972 3 11 2 27 19
1972 3 12 0 28 18
1972 3 13 0 29 19
1972 3 14 0 33 20
1972 3 15 0 34 19
1972 3 16 0 32 20
1972 3 17 0 31 21
1972 3 18 0 35 20
1972 3 19 0 34 19
1972 3 20 0 34 21
1972 3 21 0 36 22
1972 3 22 0 30 23
1972 3 23 0 31 21
1972 3 24 0 32 20
1972 3 25 0 35 22.5
1972 3 26 0 34 22
1972 3 27 0 36 20
1972 3 28 0 34.5 22
1972 3 29 0 37 23
1972 3 30 0 35 21
1972 3 31 6.1 34 22
1972 4 1 0 33 22
1972 4 2 0 32 21
1972 4 3 0 32 23
1972 4 4 0 28 21
1972 4 5 0 32 19.5
1972 4 6 0 33 20
1972 4 7 0 33 22
1972 4 8 0 35 24
1972 4 9 0 35 22
1972 4 10 0 34 22
1972 4 11 0 34 22
1972 4 12 0 36 25
1972 4 13 0 35.5 21
1972 4 14 0 36 22
1972 4 15 0 36 22
1972 4 16 0 37 24
1972 4 17 0 35 21.5
1972 4 18 0 30.5 22
1972 4 19 0 34 22
1972 4 20 0 37 21.5
1972 4 21 0 34 23
1972 4 22 0 35 22.5
1972 4 23 0 34 23
1972 4 24 0 35 24
1972 4 25 0 38 24
1972 4 26 0 37 24
1972 4 27 0 35 23.5
1972 4 28 0 36 24
1972 4 29 0 30 23.5
1972 4 30 0 33 22
1972 5 1 0 37 23
1972 5 2 0 36 23.5
1972 5 3 0 33.5 21
1972 5 4 0 34 22.5
1972 5 5 0 38 23
1972 5 6 0 36 23.5
1972 5 7 0 37 24
1972 5 8 0 32 22
1972 5 9 0 39 22
1972 5 10 0 40.5 22
1972 5 11 0 39 24
1972 5 12 0 37 25
1972 5 13 0 35.5 23
1972 5 14 0 39 24
1972 5 15 0 36.5 24
1972 5 16 0 39 23.5
1972 5 17 0 37 23
1972 5 18 0 35 23
1972 5 19 0 32 21.5
1972 5 20 0 30 21
1972 5 21 0 30 22
1972 5 22 0 35 22
1972 5 23 0 37 22
1972 5 24 0 37 22.5
1972 5 25 0 36 22
1972 5 26 0 33 23
1972 5 27 0 34 22
1972 5 28 0 32.5 23
1972 5 29 0 34 22
1972 5 30 0 35 22
1972 5 31 0 34 23
1972 6 1 0 38 22
1972 6 2 0 30 22
1972 6 3 0 32 24
1972 6 4 0 34 22
1972 6 5 0 30 22.5
1972 6 6 0 31 23
1972 6 7 0 35 22
1972 6 8 0 33 23
1972 6 9 18 33 22
1972 6 10 5.4 30 24
1972 6 11 6.4 32 23
1972 6 12 43 34 22.5
1972 6 13 0 34 22
1972 6 14 0 37 22
1972 6 15 1.5 32 23
1972 6 16 5.4 35 22
1972 6 17 6.5 34 22
1972 6 18 0 31 23
1972 6 19 0 33 22
1972 6 20 6 35 23
1972 6 21 32.2 38 22
1972 6 22 0 35 22
1972 6 23 0 32 22
1972 6 24 0 31 23
1972 6 25 0 35 22
1972 6 26 0 32 23
1972 6 27 0 30 22
1972 6 28 0 32 23
1972 6 29 0.8 33 22
1972 6 30 0 32 23
1972 7 1 0 35 23
1972 7 2 0 32 21
1972 7 3 5.4 31 21
1972 7 4 0 33 22
1972 7 5 0 30 21
1972 7 6 0 29 21
1972 7 7 0 31 22
1972 7 8 0 32 23
1972 7 9 0 30 21
1972 7 10 0 31 20
1972 7 11 4.2 31 21
1972 7 12 0 36 23
1972 7 13 0 34 21
1972 7 14 48 32 22
1972 7 15 18.9 30 25
1972 7 16 33.3 29 22
1972 7 17 0 31 22
1972 7 18 0 32 24
1972 7 19 0 28 21
1972 7 20 0 31 23
1972 7 21 5.9 33 21
1972 7 22 0 30 22
1972 7 23 0 28 21
1972 7 24 54.4 29 20
1972 7 25 56.1 29 20
1972 7 26 0 28 21
1972 7 27 6.3 30 20
1972 7 28 6.4 29 21
1972 7 29 0 29 23
1972 7 30 0 27 22
1972 7 31 38.6 28 21
1972 8 1 0 30 24
1972 8 2 0 29 23
1972 8 3 0 31 21
1972 8 4 0 31.5 22
1972 8 5 15 28 22
1972 8 6 0 34 20
1972 8 7 0 30.5 21
1972 8 8 0 29 23
1972 8 9 36 31 21.5
1972 8 10 23.9 32 22
1972 8 11 25.5 30 21
1972 8 12 5.2 29.5 22
1972 8 13 8 30 22
1972 8 14 2 29 20
1972 8 15 0 30 22
1972 8 16 0 28 20.5
1972 8 17 0 29 21.5
1972 8 18 0 28 20
1972 8 19 4 34 21
1972 8 20 77.4 35 21.5
1972 8 21 0 33 20
1972 8 22 0 33 21
1972 8 23 0 30 21.5
1972 8 24 0 33 21
1972 8 25 0 29 20.5
1972 8 26 36.3 28 21
1972 8 27 3 30.5 22
1972 8 28 1 32 22.5
1972 8 29 4 31 20.5
1972 8 30 3 30.5 21
1972 8 31 0 29 20.5
1972 9 1 0 30 22
1972 9 2 11.6 32 23
1972 9 3 3.1 30 22
1972 9 4 0 28 23
1972 9 5 0 33 21
1972 9 6 0 34 22
1972 9 7 13.2 32 23
1972 9 8 0 30 22
1972 9 9 1 34 21
1972 9 10 3.9 32 22
1972 9 11 15.6 29 23
1972 9 12 3.4 33 22
1972 9 13 0 32 23
1972 9 14 0 30 23
1972 9 15 14.9 29 21
1972 9 16 0 34 21
1972 9 17 18.3 31 22
1972 9 18 12 34 22
1972 9 19 24 33 21
1972 9 20 0 34 22
1972 9 21 0 34 23
1972 9 22 14 30 22
1972 9 23 0 29 23
1972 9 24 0 31 23
1972 9 25 0 30 22
1972 9 26 0 29 23
1972 9 27 2.7 29 23
1972 9 28 12 29 22
1972 9 29 2.7 31 22
1972 9 30 9 30 21
1972 10 1 22 29 24
1972 10 2 0 28 22
1972 10 3 0 29 20
1972 10 4 0 28 21
1972 10 5 0 27 20
1972 10 6 15 29 20
1972 10 7 40 28 21
1972 10 8 0 32 21
1972 10 9 0 34 22
1972 10 10 23 31 23
1972 10 11 22.1 34 24
1972 10 12 28.9 34 23
1972 10 13 17.5 32 24
1972 10 14 12.5 32 22
1972 10 15 26 34 21
1972 10 16 27.1 31 22
1972 10 17 21 33 24
1972 10 18 16 31 21
1972 10 19 14 29 22
1972 10 20 9 34 21
