"anio" "ppAcc" "mTmax" "mTmin"
1970 -67.5113016561733 -17.5363132487556 -10.1160023016318
1971 4.67772822840921 9.47906963918435 3.71927728516315
1972 29.8820954600152 3.87079057638037 4.87033649618215
1973 6.77142818880798 6.09550799534937 5.51379783310917
1974 5.38289800673795 0.454412104938378 3.33571564132818
1975 -11.4175902171563 -7.69627282656863 6.65078413447816
1976 3.12926263269761 -16.7822148881006 -2.57501869507482
1977 -18.6146838310271 3.61605594055437 -1.45880490661781
1978 3.93620949243465 -2.55928652519863 -1.86976381072682
1979 -3.3626612028444 -5.79490296355463 -1.90538024908282
1980 2.79485222235615 -1.05817117225364 0.444106987985151
1981 36.366749504028 -6.16476597725363 -0.253325454562834
1982 -10.5742943997735 3.65715183096537 3.25352386050618
1983 -24.9757514190442 4.47906963918438 3.43160605228718
1984 17.2326581992726 -3.31500177334661 -3.87283290272482
1985 -10.1453766995529 1.32838470767837 -3.96565422168582
1986 10.2827374973934 7.91742580356839 -3.47250353675484
1987 -0.163952930012946 10.0890642318303 -6.78581463985484
1988 -5.52178928700563 6.61669221572538 -3.02583836720583
1989 -14.1655714151797 11.1640011460344 -6.03414737237085
1990 3.07837409199349 14.5749600501433 -2.82592819428885
1991 24.0589924451561 8.3831792282254 0.897359476944182
1992 24.2916257740893 -5.59642253837364 -4.78813344917285
1993 10.3772447872725 0.985918954253364 -3.26702408469984
1994 -21.028254618709 11.4653710090474 -1.34921586552185
1995 3.60179908209317 14.6160559405543 5.96585262762918
1996 4.16157302983867 2.05385068567036 -4.20070175518383
1997 -3.43535911813602 -3.06887556629462 3.17133207968418
1998 -1.50886436290799 4.45167237891038 5.51379783310917
1999 15.0226415744073 -2.72640981286962 -1.02044874223385
2000 24.2843559825602 -6.32046625422063 -2.13786022512885
2001 21.6745008235909 -8.71271118273263 -1.22592819428885
2002 -32.6817304399563 -1.98668378547261 -5.49990079702884
2004 -21.5516796088087 -5.94436343650163 1.57119432809615
2005 5.33927925756298 -6.47501100908862 5.92244147578615
2006 7.16399693138274 -8.06883050501163 7.86879062330318
2007 -26.4878680571099 -5.70821020425964 3.47837708946916
2008 9.63572605129795 -9.78372040834063 6.04193394078116
