"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 22.8384615384615 19.8484470476264 26.6598954808632 1.36467380333975 17.1348409654861 1.22044351998484
2 15.3923076923077 14.5449644861318 28.1254262978401 1.56659006291775 17.4001831501832 0.856206544809733
3 10.574358974359 13.7211461457109 31.6113454645713 1.49430678646349 19.3515715467328 1.08858236614485
4 17.1631578947368 18.6932336515856 34.5171052631579 1.31905352614532 21.5649122807018 0.891693309980699
5 57.2384615384615 46.6955459128295 35.7625310173697 1.44411298068877 23.2872070581748 0.910571592134683
6 175.15641025641 88.0551884208265 33.8749572649573 1.44229225282885 23.3686324786325 0.635974510297217
7 211.979487179487 79.3945383892739 32.2449302643963 0.925346877018028 22.7662188756738 0.363400505434313
8 227.982051282051 89.1250891246173 32.1406120760959 0.842195550109274 22.832423490488 0.441878442229767
9 235.753846153846 128.980873421225 31.4152930402931 0.943454823509149 22.7761172161172 0.480363265323413
10 151.434210526316 84.2979057042145 30.0615166949632 1.1033784431039 21.5152518392756 0.853668267247337
11 84.2641025641026 68.6093920499438 28.5760683760684 1.30282416396811 19.4213675213675 1.1658640642649
12 43.8230769230769 28.2388073918673 26.8585607940447 1.13338635043163 17.8069478908189 1.06829281652957
