"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 14.3263157894737 23.995559096008 19.2878324844369 3.13413146410056 0.462351443123939 3.26775586482198
2 9.48918918918919 12.5890778010099 20.7204733721975 2.06539745046804 1.82357399081537 2.60762955480536
3 13.25 12.9615178874214 22.929622203141 2.24592187790054 3.94644989993213 2.29112975431204
4 27.1710526315789 37.3752910710513 24.2709413860321 1.50696820653052 6.69389157760301 2.29662592925819
5 65.7421052631579 53.6967291347658 24.6035956130593 1.65462930734413 7.93550241008528 2.44341769296448
6 153.994736842105 125.68909507272 22.8128523895947 1.78108602503134 7.91485480943739 2.03195666305479
7 205.559459459459 138.115079753281 21.7182945105081 1.73672299438581 7.28098920540522 1.74948079779278
8 208.743243243243 124.25102400772 21.5774141883819 1.17135103662522 7.25720300946107 1.51825780734337
9 154.675675675676 81.0648279856088 21.7043900057693 1.06578067280224 7.19741246172281 1.43101550039564
10 86.0763157894737 67.5166103054709 21.6607502488145 1.08603834285726 6.10957106336475 1.70671951065135
11 20.7833333333333 31.0217849721312 21.1669540229885 1.85444417891955 3.17698275862069 2.95569057598197
12 10.0114285714286 14.3093505305112 19.6670097286226 2.76104471053045 0.689643283836832 3.26799309979821
