"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 11.1282051282051 20.1426223756328 24.5477502067825 1.72826467516927 2.3909870416322 1.41699197129144
2 5.95128205128205 9.45145134482619 26.2316628773525 1.59420527227615 3.64202349374763 1.54158496090001
3 6.37948717948718 10.8472208297838 28.6857747925045 1.25686298680784 5.3523656983543 1.25085429307112
4 12.4230769230769 17.0614440916919 30.3115384615385 1.69300311847151 8.37153846153846 1.07082982691865
5 41.9128205128205 27.8613312438129 30.8327819134271 1.71803153880169 11.1367797077474 0.96481094786661
6 131.933333333333 63.9766994317106 28.6464102564103 2.04403845545465 13.101452991453 0.732290244950051
7 190.812820512821 64.3211194729726 26.7747863247863 1.58132442505068 12.6827956989247 0.79731095978866
8 167.742105263158 57.0616671234511 26.7112691001698 1.33859988529466 12.5116369552915 0.659219185916448
9 125.025641025641 69.7543725018791 26.3376068376068 1.52768657970147 12.1012820512821 1.00419721956421
10 58.5641025641026 51.2621358528859 26.2621450234353 1.50323358250678 9.28116901020127 1.62154485352192
11 10.0333333333333 11.2745949474059 25.6110669024462 1.65840964597771 5.40253168287651 1.37838773577264
12 7.20555555555556 10.4490312454435 24.5137395459976 1.62464921369079 3.51901135005974 1.17995559839818
