"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 14.874358974359 33.4127277825045 19.5392004411359 3.0949843122331 2.83597463468431 3.19680582963614
2 8.05384615384615 12.1098230278226 20.6654470688953 2.94437539214134 3.57802747486656 3.41302135049462
3 9.55263157894737 13.2491863460958 22.2497736276174 2.69006807772619 4.3743350311262 2.76415178923875
4 27.0763157894737 23.2656623700939 23.0032469889457 2.80069811392481 5.38651625144366 2.26424251210132
5 71.2054054054054 38.5808310631786 22.5725418967354 2.84623245213996 6.1057573702735 1.69491139167099
6 127.189473684211 51.6400786602793 21.4126817042606 3.08877164229911 7.53404761904762 1.93027539561038
7 141.348648648649 52.8025758084964 20.4199049643871 3.07773844081462 6.9972192905979 1.97198194509849
8 142.228947368421 65.0496397060664 20.6175515768894 2.83580912339601 7.12858465812625 1.54744936871889
9 124.654054054054 39.4785145124295 20.7138902538903 2.6866603953151 6.96840658840659 1.53966946161463
10 47.56 34.3800318242333 21.2374947633012 2.68591130903183 5.59013154587348 1.60406167552594
11 51.527027027027 225.018364248897 20.9308958958959 2.95288909568558 4.07619119119119 2.54160698789087
12 57.7486486486486 297.49280721615 20.2000232490555 3.28515515510979 3.03854112176693 3.1083990971395
