"anio" "ppAcc" "mTmax" "mTmin"
1970 0.158885598116121 1.62293539221372 7.80469251174528
1971 0.899191334522403 -1.12250043508421 8.12326764772085
1972 4.95422240971668 1.48128639996129 -10.6560481918884
1973 1.06057286183588 0.952805575491767 12.4653316990263
1974 -1.25512397453533 -13.1824507199459 -2.6847740409627
1975 -3.28392031790479 -15.0661426188456 -4.27133905023506
1976 2.17487388376229 -10.3393611663681 -10.4957108399619
1977 -2.07483966882602 -7.44157931944346 -11.4285493537564
1978 -0.461024395691217 -7.09853955210238 -9.0858041396193
1979 -1.19620690900818 -5.90496294985375 -11.7819045896745
1980 -0.478955676503824 -4.58499587594963 -7.3153930352658
1981 -3.06362172506417 -5.49608427176863 -4.20461412677123
1982 -7.89994432137926 2.15041793970927 -5.83316919299306
1983 -8.90409604688536 -2.50431085444325 -7.72498026963679
1984 -4.83625691396779 -10.2206314751161 -12.6540982697417
1985 -1.05531827405197 -9.83781298837012 -15.7942532935246
1986 0.417608364126622 -13.4195517356084 -5.92857510669098
1987 -1.03226377015004 -10.4986690107481 -9.41442450902315
1988 1.2193927776047 -9.68015899079351 -12.3419084819278
1989 -0.66595331926389 -14.220650486399 -12.7465643837309
1990 0.658399849324512 -15.0691694403221 -9.47802845148841
1991 -0.448216337967925 -6.49317525679468 -3.19713913304396
1992 7.42105432722273 -9.64106959239524 -0.666034482327557
1993 0.643030180056561 1.3926648246785 16.5358578185044
1994 0.950423565415571 8.72164736527568 14.399951615678
1995 14.9086448722593 7.8341420588536 14.6775843863299
1996 31.0800985536879 8.85528334010754 14.6863835114601
1997 -0.658268484629913 5.27107088202125 13.6773401582254
1998 -6.09400818239508 5.86767833532137 11.4776871469354
1999 -6.61913854905005 10.6789919201045 15.2639051674977
2000 -8.06644907178206 15.5521744973326 9.77099802515071
2001 -6.4680034679152 12.1876351373669 7.73085691579493
2002 -10.789442143754 14.8176358133603 8.50062684055436
2003 -4.61851993267183 13.6084768832652 7.10638295637688
2004 0.786480426557433 11.3519497150521 2.63785642663331
2005 39.9253432173934 11.1834621661941 1.85584074058498
2006 0.730124972574947 13.3915727823622 -3.73158892737012
2007 -11.5118165993476 11.9951589613283 5.95483448451524
2008 -16.5069591114315 12.9048267503519 -1.23449618309939
