"anio" "ppAcc" "mTmax" "mTmin"
1970 440.5 29.4523287671233 11.8493150684932
1971 361.5 28.8093150684932 11.0054794520548
1972 481 29.6663888888889 11.8988888888889
1973 399.2 29.1498630136986 10.6016438356164
1974 573 29.2 11.2257534246575
1975 478.1 29.2147945205479 10.6638356164384
1976 495 28.4325136612022 10.3322404371585
1977 487.5 29.5041095890411 11.3698630136986
1978 662.6 29.2219178082192 11.2671232876712
1979 298 28.5763473053892 9.87125748502994
1980 355.5 30.7978142076503 11.7062841530055
1981 635.9 30.2490842490842 12.7490842490842
1982 275 33.7435233160622 12.4300518134715
1983 458.9 30.8415977961433 10.3415977961433
1984 506.8 28.7363387978142 10.8770491803279
1985 338 29.4397260273973 10.4684931506849
1986 555.1 29.6561643835616 11.1602739726027
1987 322.4 30.2328767123288 10.4109589041096
1988 344.3 30.710447761194 10.7567164179104
1989 249.5 31.5853293413174 12.0703592814371
1990 620.9 29.8262839879154 11.4546827794562
1991 463.5 28.7671641791045 10.0283582089552
1992 559.1 29.9877049180328 10.7390710382514
1993 652.5 30.3402203856749 11.0289256198347
1994 486.5 30.8475274725275 10.9546703296703
1995 381.5 31.3075657894737 10.6973684210526
1996 429.3 32.6013698630137 10.5232876712329
1997 383.6 32.3135313531353 11.2029702970297
1998 551 32.1291390728477 10.8377483443709
1999 19 33.1434426229508 9.82786885245902
2000 542 27.1421052631579 13.31
2001 383.7 25.9337748344371 11.9569536423841
2002 277.7 30.6380471380471 15.2205387205387
2003 172 33.2303754266212 18.2880546075085
2004 510.4 33.1446280991736 15.2128099173554
2005 331 34.5578512396694 13.3657024793388
2006 339.5 31.7583025830258 12.6605166051661
2007 527.5 31.8867069486405 11.1057401812689
2008 357.5 31.8187311178248 12.0725075528701
2009 436.3 32.7245179063361 12.534435261708
