"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 15.2 22.9059174151916 25.5667377672383 1.81437931552866 7.85399188624995 1.38907921855185
2 9.7075 15.2715150878007 27.2148655582923 1.32565788329141 8.56290195675972 1.25654576165087
3 3.9625 9.26140841867132 29.3069662058372 1.45399237660667 9.53819124423963 1.08158357362957
4 0.892307692307692 2.95576017610081 32.3065197254852 1.46000417050346 11.4394130773441 1.18746048435123
5 0.41025641025641 1.6378411451463 35.1860351461986 1.50272566027342 14.3614653384639 1.41827764425729
6 1.86 3.65925591427463 37.8614224137931 1.18434950084265 20.2169310344828 1.76364196906398
7 50.725 37.9813162570149 38.3629569892473 1.17008071490906 23.8163978494624 1.5611741051808
8 70.8128205128205 54.4746642195742 38.2260142766784 1.22044469913233 24.1409715416357 0.864002707469311
9 60.5894736842105 57.1053733897763 37.3677631578947 2.12229300778974 23.0160617059891 1.96984792632002
10 18.995 35.7852422669257 35.2558094384707 1.51864236173046 18.2418518518518 1.67044751183036
11 10.2051282051282 15.1431754425263 30.4944444444444 1.32933244763501 11.9951282051282 1.23007579430664
12 20.55 28.8618726403484 25.813373655914 1.53428336437916 8.38051075268817 1.07926437655141
