"anio" "ppAcc" "mTmax" "mTmin"
1970 0.718269236707689 -9.55406558996934 -21.2018124883968
1971 -24.5786421438144 -9.61383914974334 -22.7300872439448
1972 23.4706670701656 -1.27429617905236 -11.2222292301248
1973 -39.7222033510996 -8.55489352915335 -20.3010899232908
1974 -4.64250202264123 -6.11653736477038 -17.4106789643868
1975 -27.1478597058987 -11.1987291455924 -27.1394460876748
1976 26.756301067831 -4.93003388397035 -16.0719560060818
1977 -29.5935571928828 -1.47270174833132 -8.97232280000278
1978 21.8649060938629 -5.18229078942738 0.301649802736215
1979 -15.8087168116998 -6.02064695381138 2.33452651506521
1980 14.3795895427904 -2.20052568724938 4.13296202670519
1981 35.3285942797853 -7.67818120038633 5.47973199451722
1982 19.2462805017385 -5.40420859764637 3.26055391232522
1983 47.8782339099662 -14.6233866798384 1.38384158355819
1984 22.8777707096846 -12.6404163976324 4.22859044200621
1985 -26.6784834205179 -12.5685921592903 1.39754021369519
1986 11.5386278154857 -1.99324969353732 9.5893210356132
1987 -56.8914937900282 -8.15477085485433 -3.12464338883981
1988 -12.5477868290544 2.72843606138466 1.26410956768922
1989 -20.8236318607682 1.28072290920265 2.53452651506521
1990 77.9924282193964 -9.92475654285236 1.5071292547912
1991 -8.3481042756474 -12.6781812003863 0.712608706846218
1992 -33.5461995960894 -11.2059901681233 6.34607678080322
1993 -2.66618082103794 -9.11653736477035 7.90438952876421
1994 13.4408369720289 -5.97955106340038 5.32904706301021
1995 -4.49427793252098 3.73277770372262 4.2468552821882
1996 16.528838849534 5.46067649854265 3.72312596113122
1997 22.6801385895243 2.70538044344868 2.39754021369521
1998 16.0347585491332 4.19853112838062 -0.479172115071798
1999 -6.22355898392386 13.8971612653666 -2.9860214301398
2000 -35.5225207976926 17.9879989029146 4.5018144857222
2001 -7.60698382504617 12.4177092105727 6.4934306246542
2002 -15.5122686314593 19.1026407174216 4.95918404931221
2003 -8.91629662110835 21.4999009913947 7.65781418629821
2004 67.7402619860793 4.02625026903465 -0.293267481491775
2005 -2.8144049111582 15.3218187996136 9.6715128164352
2006 -21.7870884465498 17.6368872927647 12.8495950082162
2007 -3.92608558706005 4.45880510098362 8.10986898081822
2008 11.9091880407863 6.51258906684866 7.60290738189621
2009 -40.5868438768011 25.1180955821916 22.0124732258882
