"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 19.84 34.6246525484742 25.5972715053764 2.18448732324395 11.6949569892473 1.27918137341079
2 13.855 20.9221628288257 28.0221151477833 1.88293660463533 12.3564963054187 1.43099339288056
3 4.83 8.88508401472479 30.4729838709677 1.8435875812742 13.4193548387097 1.56706578971848
4 1.845 4.25850280660306 34.1266666666667 1.78823234753623 15.5241666666667 2.26797646294383
5 4.6325 16.187022144219 37.2584677419355 1.89475511723663 18.3846774193548 2.13492226715524
6 11.1769230769231 16.0703463680365 40.2307692307692 1.28471979367802 23.1511965811966 1.41177804344898
7 91.5675 41.5706589543326 38.9064516129032 1.69851844667198 25.2842741935484 0.776840040839468
8 126.87 65.3729858737635 37.5033225806452 1.44395311658162 25.1278494623656 0.612734913210071
9 74.175 50.4425784228832 37.2025833333333 1.59200521973331 24.496 0.881426970470895
10 22.8692307692308 32.2869547866118 35.0170388751034 1.69741315809604 20.8155500413565 1.53982491747957
11 13.1846153846154 17.4588318542965 30.0452991452991 1.94590944746866 15.7799145299145 1.39512612085339
12 21.6692307692308 28.8895004952733 25.793217535153 1.90981088571253 12.3870967741935 1.16218603449367
