"anio" "mes" "ppAcc" "mTmax" "mTmin"
1970 1 -100 -1.25682382134002 11.5030328094848
1970 2 -83.2488428476967 5.646028325123 16.559913793103
1970 3 28.2683769116922 -6.33145161290297 3.545161290323
1970 4 -100 -2.91738505747105 7.72922413793099
1970 5 -100 13.013285229202 -0.070797962649003
1970 6 -44.2453205894066 3.06789855072502 3.31431159420301
1970 7 -58.4754066235548 -8.60335729888995 -5.00730631375799
1970 8 -2.84459318134281 -15.7579685099839 -2.757862903226
1970 9 89.4492753623189 -25.0031547619049 -8.201964285714
1970 10 -100 -18.968002328217 -29.173498146616
1970 11 -100 3.402864488808 -8.21967180883199
1970 12 -45.6047819971871 -11.325751309622 10.537772263579
1971 1 -100 -22.41811414392 -27.5292252550317
1971 2 -100 -18.639685960591 -14.1543719211823
1971 3 -100 11.539516129033 -5.80967741935499
1971 4 -100 -24.950718390804 -13.370775862069
1971 5 -100 -23.502843803056 -12.554668930391
1971 6 -84.0700915969733 -22.732101449275 -13.185688405797
1971 7 -52.7434842249657 -10.763572352654 3.218500137855
1971 8 55.1976573938507 -31.145065284178 -10.273991935484
1971 9 -83.4202898550725 -16.136488095238 -2.10196428571397
1971 10 235.693848354792 -40.19380877983 -10.173498146616
1971 11 -46.930833185919 -25.497135511192 -10.719671808832
1971 12 -46.0618846694797 -33.648331954784 -4.94609870416339
1972 1 -57.3169355748617 -15.127791563275 -3.72277364212849
1972 2 -100 0.463762315270984 -7.59279556650251
1972 3 -100 25.31370967742 17.738709677419
1972 4 -100 13.415948275862 -4.27077586206901
1972 5 732.48730964467 -0.115747028862998 -4.26434634974601
1972 6 -100 -13.798768115942 10.147644927537
1972 7 58.7105624142661 -7.37647557845996 -3.55569341053197
1972 8 65.9694624555532 -28.499903993855 -5.40302419354802
1972 9 -5.85507246376811 -2.40315476190496 -0.501964285714003
1972 10 277.229375298044 -11.645421683056 21.632953466287
1972 11 -68.8660888024058 -18.730468844525 -3.45300514216499
1972 12 187.974683544304 3.51295836779698 12.699062586159
1973 1 22.3287825792622 -18.708436724565 -1.72277364212849
1973 2 298.501212254794 -12.496828817734 15.738485221675
1973 3 154.563394178589 -22.26693548387 -1.616129032258
1973 4 -8.4287200832466 -16.417385057471 -12.104109195402
1973 5 -59.3908629441624 0.593930390492048 5.73565365025399
1973 6 -100 -11.898768115942 0.147644927536987
1973 7 85.9690378208897 -14.311959449428 2.08946787979002
1973 8 48.0861744404936 -13.338613671275 8.04858870967699
1973 9 -95.9420289855072 -2.069821428572 15.598035714286
1973 10 -100 13.838449284686 -4.75414330790603
1973 11 -100 4.936197822141 -3.11967180883199
1973 12 -100 17.061345464571 2.37648194099801
1974 1 -96.4797472639061 -6.45037220843601 4.7288392610978
1974 2 -100 5.53888546797999 -14.7972290640394
1974 3 -64.4795263936852 -0.492741935482996 14.835483870968
1974 4 -100 14.0159482758619 7.72922413793099
1974 5 -100 -8.56735993208801 -0.199830220713011
1974 6 -29.9084030266826 -9.83210144927497 16.314311594203
1974 7 59.60219478738 -19.344217513944 3.541080783016
1974 8 60.8450115038695 -10.499903993855 2.403427419355
1974 9 -25.1014492753623 -12.536488095238 -1.90196428571397
1974 10 -100 -4.03251845724903 9.76198572435198
1974 11 821.988324783301 -23.297135511192 8.54699485783501
1974 12 -76.6877637130802 -13.809622277364 -11.8170664460989
1975 1 -66.1175674150964 -2.83746898263001 -5.91632202922529
1975 2 -100 -4.10397167487702 -7.118657635468
1975 3 -64.4795263936852 -2.912096774193 -9.68064516128999
1975 4 -100 -20.417385057471 -25.270775862069
1975 5 -100 -15.212521222411 -27.006281833617
1975 6 -100 -10.732101449275 -0.685688405797009
1975 7 20.4977464236724 -25.892604610718 1.12172594430703
1975 8 -54.4028445931813 -8.49990399385497 8.04858870967699
1975 9 7.82608695652174 -6.13648809523795 7.764702380952
1975 10 -100 -1.387357166927 -11.367046533713
1975 11 -100 4.83619782214102 -3.35300514216499
1975 12 -95.4289732770745 -7.035428728977 -3.91384063964729
1976 1 -87.6791154236714 8.807692307693 -0.109870416322
1976 2 -63.8527661450298 9.67065886699501 13.958928571429
1976 3 -100 0.410483870968008 -1.616129032258
1976 4 -100 -19.150718390804 3.39589080459799
1976 5 -100 -0.53510186757201 2.348556876061
1976 6 -47.4313022700119 16.267898550725 -1.18568840579698
1976 7 -15.6770527140897 -11.408733642976 -1.781499862145
1976 8 -48.5463292198285 2.79041858679001 2.72600806451599
1976 9 49.3333333333333 -25.5698214285719 -6.73529761904799
1976 10 -34.2870767763472 -27.129292650798 2.02005024048098
1976 11 -24.9955775694322 -8.063802177859 17.380328191168
1976 12 -78.0590717299578 4.480700303281 4.95712710228801
1977 1 -18.5941554778291 -13.708436724565 13.5998070030328
1977 2 -100 24.824599753695 6.988485221675
1977 3 -11.1988159842131 -11.621774193548 -7.906451612903
1977 4 -100 -1.41738505747099 7.229224137931
1977 5 -100 -10.857682512734 -4.90950764006801
1977 6 -100 11.434565217392 15.48097826087
1977 7 64.0603566529493 4.88158893766901 3.70237110559703
1977 8 0.397406400334653 2.95170890937001 13.855040322581
1977 9 -39.8260869565217 6.43017857142802 16.931369047619
1977 10 -89.1511683357177 1.09651380081502 33.794243788868
1977 11 -92.9241110914559 21.269531155475 23.380328191168
1977 12 -100 38.029087400055 34.150675489385
1978 1 -100 9.19478908188598 20.5352908740008
1978 2 35.7725369186687 -0.175400246304989 5.381342364532
1978 3 626.196349284657 6.92661290322601 31.932258064516
1978 4 -100 -9.25071839080402 0.395890804597983
