"","cuenca","corr"
"1","YAQUI",0.218667596903152
"2","BRAVO-SAN-JUAN",-0.579121005617655
"3","SOTO-LA-MARINA",-0.302414795598523
"4","VERDE-GRANDE",-0.220664543620073
"5","SANTIAGO-GUADALAJARA",-0.330803750864433
"6","LERMA-SALAMANCA",-0.318306060167642
"7","LERMA-TOLUCA",0.31796328587926
"8","LAJA",-0.238743934760562
"9","MOCTEZUMA",-0.256775398850661
"10","PAPALOAPAN",-0.212842869111835
