"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 22.1675 33.0064592551837 24.0388632872504 4.17928627006458 8.45358870967742 1.92555263235771
2 16.365 21.5308550213111 26.3498522167488 3.94567441479056 10.5402709359606 1.81169075177531
3 22.8897435897436 24.6575791152996 31.1516459884202 3.17501442844225 13.7772263578715 1.57563768898912
4 50.8425 52.5123374392469 34.6008275862069 3.19888184523512 17.3271695402299 1.86774352026375
5 107.805 99.4666596635042 36.4174731182796 2.53547616265295 20.3188440860215 1.56631954945103
6 88.67 85.9024348181837 37.2041666666667 2.16502156480447 22.1508333333333 1.11156796163498
7 69.8076923076923 78.5367007221712 37.23964709126 2.66724835034835 21.7001929969672 1.76141080978626
8 74.7225 85.5901039316207 37.1916935483871 2.3377728807443 21.9733870967742 0.873434533254577
9 146.6875 111.125764252802 35.0925 2.68623946784952 20.48875 0.97257366663767
10 74.7794871794872 67.5116020418447 32.0450785773366 3.40115559843644 17.1592224979322 1.39514867697557
11 17.835 30.5558467274394 27.9942959770115 3.87054482371148 12.6847988505747 1.77565318838471
12 24.585 31.1171281879718 24.2633064516129 3.88138656374171 9.24733870967742 2.024343350561
