"anio" "ppAcc" "mTmax" "mTmin"
1970 1267.2 29.1413698630137 14.5287671232877
1971 884.2 30.9931506849315 15.4260273972603
1972 1643.6 30.3155737704918 15.5915300546448
1973 1296 28.769014084507 15.269014084507
1974 706.2 29.7438356164384 15.1101369863014
1975 1043.8 30.3394520547945 14.4657534246575
1976 1078.8 26.594262295082 13.9672131147541
1977 879.5 29.2164383561644 14.2904109589041
1978 436.4 29.7679180887372 14.2436860068259
1979 1202.3 28.4940625 14.6603125
1980 798.3 29.8319672131148 15.494262295082
1981 1172.6 29.0819209039548 15.8087570621469
1982 577.6 31.6332236842105 15.8039473684211
1983 565.6 30.5958083832335 15.9535928143713
1984 1089.2 28.9822404371585 15.3825136612022
1985 588.2 29.5356164383562 15.3630136986301
1986 240.8 29.0506849315069 15.341095890411
1987 782.2 29.2835616438356 14.8660273972603
1988 785.4 29.751497005988 15.5808383233533
1989 629.5 30.372602739726 15.3013698630137
1990 809 29.5808219178082 16.3260273972603
1991 1239 29.3095890410959 16.6465753424658
1992 578 29.1386301369863 16.4232876712329
1993 836 28.6945205479452 16.0747945205479
1994 1000.6 28.8493150684932 16.5616438356164
1995 890.6 30.7917808219178 16.6082191780822
1996 1049 31.3712328767123 15.4027397260274
1997 997.5 28.5479452054795 14.941095890411
1998 468.5 31.5947658402204 16.4077134986226
1999 851 30.5279329608939 15.659217877095
2000 887 30.5708454810496 15.6457725947522
2001 939 29.9194520547945 15.5917808219178
2002 1065.5 29.2054794520548 15.3424657534247
2003 832 29.9945205479452 15.7616438356164
2004 671.5 29.8592896174863 15.8592896174863
2005 1125.5 30.0671232876712 15.9465753424658
2006 757 31.1890410958904 15.8958904109589
2007 1344 29.2767123287671 16.0569863013699
2008 1034.5 29.3346994535519 15.483606557377
2009 839.5 31.0767123287671 15.6605479452055
