"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 19.8461538461538 31.8259398187097 23.4724087591419 2.79993901897304 9.1571899384394 2.66465423244855
2 18.9384615384615 21.8961017364978 26.2397214854111 2.45278301027438 10.9336112163698 2.05093705896517
3 23.545 32.6775305064505 30.2744665012407 1.66103120626109 14.625597030889 2.1416873769223
4 44.055 41.2185416952999 33.5289573863636 2.09064530411237 18.0900532915361 2.07820777889775
5 90.9275 71.5333559902705 35.5262795698925 2.2007853556996 21.0975860215054 1.61919926966749
6 69.6125 57.1606830426075 36.5292592592593 1.98323809561162 22.6462777777778 1.39529230531955
7 54.2875 61.9316835673565 36.431935483871 2.34662785521754 22.7953225806452 1.46181288209719
8 66.548717948718 69.4084928513222 36.7458781362007 1.78092896421211 22.8110559691205 1.13728233085702
9 128.345 80.6168810660677 33.894 1.73042099187359 21.1766666666667 1.38545764189775
10 69.75 49.0527450289155 30.8304349078341 1.52143032914953 17.8611175115207 1.70221618207688
11 16.13 24.6214019888681 27.19025 2.24113427573636 13.5346666666667 2.0229642857511
12 25.14 32.2868298941749 23.8704469781238 2.22995607572187 9.96872962241997 2.21683256344691
