"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 25.2846153846154 32.322979755012 20.435070306038 2.75567626416215 7.97667493796526 1.72835656626249
2 17.9947368421053 16.5266688222796 23.4113527352865 2.40035519862323 9.63414246823957 1.6783175194344
3 35.3410256410256 39.7013304692128 27.2768403639371 1.78068666319879 13.2918114143921 1.63753196957982
4 47.8897435897436 44.7176039448012 30.3575091575092 1.99580630397295 17.072148962149 1.48581167292072
5 97.748717948718 67.2567620227645 32.4472291149711 2.35667085588203 20.4081885856079 1.14091007603877
6 112.879487179487 97.9227251176505 34.2352136752137 1.96703814435017 21.9533333333333 0.970571966172763
7 93.685 98.3497123690605 34.6576390433815 2.15828841498936 22.0373637374861 0.821171958372788
8 130.84358974359 108.462639201543 34.7253928866832 1.65395286997846 21.9440860215054 0.757764754276317
9 194.084615384615 99.8911158223939 31.3226819923372 1.79295653983741 20.5428588269968 1.00287753417225
10 89.7589743589744 85.5553182632787 27.7736972704715 1.72856950616155 17.0344913151365 1.38039664905702
11 26.58 31.9822242295102 24.0460833333333 2.05810715564146 12.3224166666667 1.94155413818672
12 21.4974358974359 25.8908893463917 20.9174188953221 2.17736091719032 8.59869221578899 1.84308484801628
