"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 33.3475 49.0968012300765 23.4343605990783 2.32470942299849 10.1640236175115 1.84778733086997
2 22.2725 25.2405858306998 25.8247336206897 2.20257299567572 11.7320862068966 1.38948174927287
3 17.9525 25.9570847746815 29.3607661290322 1.80300519000561 15.1008808933002 1.62698159595473
4 38.4 47.9440218459948 31.8530277777778 1.92303011096871 18.6068287037037 1.80019232535436
5 58.07 65.7714933184076 34.006935483871 1.89444013169531 21.9693548387097 1.33212277284762
6 115.1325 141.873351588752 34.6540833333333 1.7799741487127 23.1998333333333 0.834113122336955
7 109.78 137.148278731358 34.4217741935484 1.95649796367502 22.9227419354839 0.855733242968387
8 98.8205128205128 100.496276913199 35.0563275434243 1.72417926973968 22.7654259718776 1.07204313956191
9 175.089743589744 110.950877691251 32.7957264957265 1.68258068091496 21.7877777777778 0.995294876324706
10 89.4975 84.5717219136272 30.1166129032258 1.40291660645574 18.5157258064516 1.50702300123877
11 25.77 25.4895976771621 26.9404523809524 2.0920762883117 14.4037142857143 1.80144238130935
12 40.45 50.4961892443888 24.0387269585253 2.07753331429432 10.9495737327189 2.02137989209319
