"anio" "ppAcc" "mTmax" "mTmin"
1970 20.2576492111595 -4.41381035339504 -4.80631900903425
1971 -14.7788003859133 12.9214957844989 6.87789350894075
1972 63.7649771614551 -10.945122577364 10.5090863356778
1973 54.8777607417223 -18.060385695861 1.47587277178776
1974 18.3521019067483 -14.591892545176 6.10600975808975
1975 40.8183444957305 -6.31518021640904 1.05395496356877
1976 35.3899366285424 -18.379548806872 -7.37889180639925
1977 -7.97327429873055 -5.41928980545006 0.906009758089752
1978 18.2720368939579 -7.99737199723104 2.33066729233574
1979 -9.1422234854702 -11.024769257505 1.46765359370576
1980 -27.5091374195847 -9.24771069962404 1.59082836414076
1981 33.6925583573862 -11.0907509926651 -3.81240728909425
1982 -15.6274895214914 -3.36723501093005 -14.2282368172532
1983 1.29825418239612 -4.17819391503905 -25.2830313378012
1984 14.2047342442063 -10.226543342391 -18.2668699484752
1985 18.1439328734933 -6.52887884654604 -22.1652231186232
1986 -4.00204966432743 -0.967235010930025 -29.1816614747872
1987 -15.3712814805622 -14.089653188273 -51.8260466769852
1988 -3.07329551595896 -0.557144435288031 -24.9144109320823
1989 -55.6119569090101 7.24779933051195 0.950596712136758
1990 -29.3506327137636 4.78344992057696 10.3306672923357
1991 -20.7516503400761 -1.68230350408002 12.6183385252127
1992 16.5746586228017 -17.833100719441 11.0719278657318
1993 6.48646701121311 -6.72339939449103 9.39916044302077
1994 -28.4218785653951 -4.06586514791606 16.1388864704188
1995 6.96685708795543 0.972491016467956 11.5087494841168
1996 1.12211115425727 2.82263698547695 5.46263824824575
1997 11.9148748784013 -4.72339939449103 2.63203715534974
1998 -45.219518248818 21.3450937561939 16.2621741416508
1999 -73.3703767459177 12.495778687701 4.65943441562377
2000 -45.0433752206792 17.030287258701 8.83695518813674
2001 2.62733339471651 7.90673759180997 3.83751660740476
2002 -29.7189317725993 12.614742489644 4.41136676428876
2003 26.6628502343903 8.27976182784795 2.91775144106374
2004 -28.0375665040012 16.7276855855059 10.7116831730487
2005 13.1158500702571 17.98817462717 7.45848343634176
2006 -5.53929790990284 29.69348324157 11.8302353535477
2007 27.431474357178 2.18178159578997 2.13762374752875
2008 20.1135321881368 2.85725895758397 -1.62169418793425
2009 6.45444100609695 14.5601262003179 17.9905897869288
