"anio" "mes" "ppAcc" "mTmax" "mTmin"
1970 1 -15.6564102564103 -0.179659599664799 -0.821763082556842
1970 2 54.6975 -2.0419785914603 2.45468547963226
1970 3 -2.715 -1.4017984488938 0.32987549033023
1970 4 -5.3775 1.3401901112935 -0.256570653165481
1970 5 -22 0.162353726362603 1.14872172784576
1970 6 96.405 -1.9223180076628 2.6815756704981
1970 7 -86.3325 -0.453176677790097 1.9331340378198
1970 8 -5.48717948717899 0.428673835125501 2.0671491590846
1970 9 96.5275 -1.5277413793103 2.3058189655172
1970 10 -25.1075 0.928399507683402 -0.70280064268941
1970 11 6.785 -0.798249749133397 -1.47306383415435
1970 12 -8.88974358974359 2.3699287523558 -1.30012192408145
1971 1 -9.6564102564103 1.8856113362957 0.687473370645129
1971 2 -6.7025 0.0791040296223997 -2.43349115854438
1971 3 -1.915 0.616720069624701 1.4965421569969
1971 4 -5.3775 -0.423028279511097 0.3595213008575
1971 5 36.7 0.259127919911002 0.342270114942531
1971 6 104.605 -1.9223180076628 -0.3184243295019
1971 7 -36.3325 0.127468483500202 -0.6797691879867
1971 8 14.312820512821 -1.6358422939068 0.389729804245899
1971 9 59.3275 0.605591954023001 1.0391522988505
1971 10 -0.207499999999996 0.3154962818769 1.44236064763317
1971 11 -9.815 1.9638192163838 -0.0744431444991802
1971 12 -8.88974358974359 2.3903832978103 -1.40012192408145
1972 1 -14.4564102564103 1.9755128141283 1.43685760709833
1972 2 -6.7025 1.2045249050432 -1.88972011477333
1972 3 11.785 0.4056089585136 -0.22197636152162
1972 4 -4.9775 2.9263970078453 0.0537741744207194
1972 5 20.5 1.4849343715239 -0.302891175380049
1972 6 -29.395 -1.1556513409962 0.0482423371648011
1972 7 -80.3325 0.627468483500202 -0.5668659621802
1972 8 -77.887179487179 0.6318996415771 -1.3263992280122
1972 9 -45.7725 2.205591954023 -0.777514367816101
1972 10 -1.5075 1.5477543463931 0.7004251637622
1972 11 5.385 0.961750250866601 3.91026949917898
1972 12 -2.68974358974359 0.6949287523558 0.266544742585218
1973 1 37.8435897435897 0.3260875267719 -0.347050438878681
1973 2 12.8975 0.949474399992699 1.23317550812229
1973 3 -2.715 1.5056089585136 0.55273628215654
1973 4 -5.3775 1.3303050538223 -1.4404786991425
1973 5 14.9 1.2107408231368 0.53581850203931
1973 6 23.005 0.594348659003799 -0.8350909961685
1973 7 29.0675 0.337145902855003 -0.0346078976641007
1973 8 247.412820512821 -1.0551971326165 0.5768265784394
1973 9 -22.7725 1.495591954023 -0.0275143678161012
1973 10 54.8925 0.202593056070501 1.71655419602027
1973 11 -9.815 1.5431295612114 -0.0744431444991802
1973 12 -8.88974358974359 0.646652890286799 -3.41736330339179
1974 1 -15.6564102564103 2.7727541934386 -0.0403837722120144
1974 2 -6.7025 0.512966463484798 -0.978464703517922
1974 3 -1.015 -0.4573540044494 0.79283845329319
1974 4 3.7225 -1.0563616128444 0.76067072614486
1974 5 19 -0.708614015572898 0.48743140526512
1974 6 -61.295 -0.040708812260501 -0.0758955938696992
1974 7 20.8675 -1.0338218390805 -0.3088014460512
1974 8 72.412820512821 -0.151971326164801 -0.1586572925283
1974 9 -31.9725 0.405591954023002 -0.8275143678161
1974 10 -19.4075 0.912270475425299 -1.17054257817328
1974 11 -9.815 0.780321679438 -0.22592097701149
1974 12 8.91025641025641 -1.1884045809775 1.96654474258522
1975 1 9.3435897435897 -0.990004427251101 0.729961055374193
1975 2 -6.7025 -1.0727478222295 -1.18608375113697
1975 3 -2.715 0.746349699254303 1.01506067551541
1975 4 -5.3775 0.960305053822303 2.84285463419084
1975 5 -19.5 -0.902162402669596 -0.75450407860585
1975 6 -5.19499999999999 -0.705651340996202 -0.3350909961685
1975 7 57.6675 -1.0983379681127 -0.276543381535001
1975 8 66.412820512821 -0.587455197132599 -0.336076647367001
1975 9 -57.7725 -0.277741379310299 -2.2441810344828
1975 10 -32.8075 0.2832382173608 -2.10602644914102
1975 11 -9.815 1.222439906039 -2.28133969622332
1975 12 0.410256410256411 0.0592144666414995 -1.18583620979574
1976 1 -15.6564102564103 -0.0841688834845016 -1.33038377221201
1976 2 -6.7025 -0.0822716317533008 -2.66894089399411
1976 3 4.085 0.384919303341203 1.05273628215654
1976 4 7.6225 -1.8563616128444 -0.12381203247583
1976 5 -11.7 -1.5311946607341 -1.38353633667037
1976 6 -76.095 0.177681992337199 -0.701757662835199
1976 7 194.4675 -2.0176928068224 0.207327586206899
1976 8 -52.087179487179 -0.410035842293901 -0.5296250344638
1976 9 80.5275 0.155591954023002 0.9158189655172
1976 10 20.3925 -1.6038585568327 0.61978000247188
1976 11 71.285 -5.2130645639482 2.46323246214195
1976 12 -7.18974358974359 -3.098619634741 4.64826517269274
1977 1 -8.8564102564103 -0.1739124732281 0.62331993149169
1977 2 -6.7025 -0.504890679372402 -1.16894089399411
1977 3 -2.715 0.4889422918469 0.58802363847838
1977 4 2.4225 -2.5896949461777 1.57618796752417
1977 5 -19.4 -0.498936596218002 -0.33514923989617
1977 6 -23.995 -0.955651340996202 0.4982423371648
1977 7 -78.9325 -0.759628290693399 -0.7442853170189
1977 8 45.312820512821 -0.877777777777698 0.0994072236007
1977 9 9.6275 -0.477741379310299 -0.777514367816101
1977 10 21.0925 -0.668374685865 0.52300580892349
1977 11 -4.315 -3.5768211777048 0.27407902298851
1977 12 -5.38974358974359 0.478262085689099 0.566544742585218
1978 1 -15.6564102564103 -1.7572458065614 -1.63807607990432
1978 2 1.8975 -4.1834621079438 1.06320196314874
