"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 15.2717948717949 45.5008441143097 22.794864162671 3.09363521727068 2.21994873183231 2.48532311022227
2 6.8975 15.6912107931111 23.9571652155316 2.73899306448128 3.50196210127676 1.98585751466365
3 1.40789473684211 6.23652630179209 27.1152505391784 3.02296987971216 6.26956613800695 2.03125580434911
4 4.28684210526316 13.0129700590672 28.5531093058316 2.89313597002989 9.2714068456582 1.66722949777519
5 19.4051282051282 19.6163324636701 30.5963691120019 3.39828215580392 11.8915919068524 2.14783590003335
6 142.958974358974 68.6614682334496 28.5192172025505 3.29549895275699 13.0291556145004 1.68183627631245
7 201.783333333333 69.9043979814064 26.2974014336918 3.45334770445111 12.4006869772999 1.84968319606092
8 170.711111111111 74.2089627924428 25.9346816862946 3.12576968240788 12.2279434772714 1.8419061687595
9 108.916666666667 46.9720251091769 26.0725332968436 3.1366374346452 11.6202700237183 2.28895343129158
10 35.809375 33.7214142681166 25.2629469086021 2.8024930567366 9.24670698924732 1.79219818209398
11 13.79375 24.1403147946976 23.6524600060699 2.92728262352703 4.75038464608508 2.03158464366126
12 9.84666666666667 20.2630925463077 22.5850997173633 2.41646989004257 2.91841143191254 2.22637656361967
