"anio" "ppAcc" "mTmax" "mTmin"
1970 867 26.2115384615385 9.3489010989011
1971 704.2 25.7671232876712 10.5972602739726
1972 670.2 26.3333333333333 10.7912457912458
1973 258.8 27.453531598513 10.364312267658
1974 841.2 26.9322289156627 10.3840361445783
1975 772.8 26.1008287292818 9.9378453038674
1976 668.7 26.6013698630137 10.9465753424658
1977 742 28.0623229461756 10.6804532577904
1978 602.5 28.6917808219178 10.0986301369863
1979 455.1 28.5274725274725 10.0357142857143
1980 699.3 29.1857923497268 10.5491803278689
1981 685 28.543956043956 10.4958791208791
1982 507.6 29.841095890411 10.7972602739726
1983 671.2 28.5972602739726 9.8013698630137
1984 831.8 27.344262295082 10.0560109289617
1985 655.9 28.2712328767123 10.1671232876712
1986 718.1 28.3681318681319 9.58104395604396
1987 661.7 29.185595567867 8.99030470914127
1988 640 29.0205479452055 9.58219178082192
1989 341.2 30.5511945392491 7.63481228668942
1990 631.8 29.2612612612613 9.31111111111111
1991 2802.8 28.6610644257703 9.80672268907563
1992 881.1 28.0777777777778 9.11388888888889
1993 696.9 30.1827242524917 8.91029900332226
1994 572.7 32.5315068493151 11.4986301369863
1995 612.3 29.9019607843137 10.8515406162465
1996 632.6 30.0931506849315 10.4657534246575
1997 684.2 29.7796143250689 10.801652892562
1998 564.9 31.1181318681319 10.9423076923077
1999 600.9 30.9398280802292 9.97421203438395
2000 569.4 30.9640718562874 10.9101796407186
2001 736.7 32.5482093663912 10.2426997245179
2002 248.8 33.3012396694215 5.43471074380165
2003 217 33.7192118226601 7.56453201970443
2004 991.6 26.2349253731343 10.3811940298507
2005 776.6 27.3709589041096 10.1972602739726
2006 464.7 27.2784431137725 10.377245508982
2007 789.3 26.8164383561644 10.3794520547945
2008 874.5 26.5710382513661 9.71584699453552
2009 0.3 25.8225806451613 5.19354838709677
