"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 29.8131578947368 108.171006184409 22.7840233416616 1.52946684829099 3.12494343981633 1.75682620287074
2 18.3567567567568 82.6900959424221 24.7309487490522 2.05746506087004 4.14328238810997 2.28314204470216
3 4.50769230769231 13.0127545652916 27.2414357595809 1.32281049796331 5.88588929040893 1.93899169573011
4 7.7925 13.8778810822594 29.3978803366174 1.65260497243018 8.62240578817734 1.89119236282334
5 45.075 96.6380366533029 30.5430322580645 1.33257791669116 11.3604193548387 1.70093572733222
6 105.4775 84.4240167782507 28.6631272577997 1.79285278946799 13.8491896551724 1.0351906923553
7 147.1 71.1689358912822 26.3321847507331 1.902597994587 13.472525659824 0.966692195599363
8 146.155 76.1420768812808 26.1516397849462 1.28740655906307 13.0780107526882 1.00156344514446
9 99.825 57.72461035837 26.0686781609195 1.3117780420565 12.5690287356322 1.14491621551226
10 39.5 28.4588067952704 26.1732423490488 1.3205059360741 9.51852770885029 1.81139856202491
11 11.8282051282051 16.4929641892017 24.9946979074565 1.37800680341649 5.80599469496021 2.04612902406025
12 9.50769230769231 12.3726860593764 23.1668455994319 1.10621703683665 4.04401183548891 1.98791768618313
