"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 12.8567567567568 35.4337138623385 23.5820341114276 3.42543385444875 3.90247424935324 3.34552847113808
2 8.2825 18.0590894437804 25.2376315673818 3.95595505071599 5.14733959538851 4.26220777230293
3 1.53 6.53394293336039 27.7947677058759 3.56735110663749 7.05334104947703 3.38012476791263
4 5.665 15.8676182110709 30.0509568965517 3.64687447058358 9.35147988505747 2.83341397455199
5 18.26 36.5624846263391 31.6556182795699 3.32703807109978 11.7150806451613 2.23334674030351
6 100.364102564103 85.2901224835113 30.2339227821986 4.20164860712791 13.9572708517536 1.88535884627707
7 160.587179487179 122.243501989584 26.6820740994267 3.71985325591187 13.6871737828356 1.70025041931657
8 123.448717948718 69.9920103402594 26.0278682106424 2.37548119541404 13.3285062034739 1.85273956751659
9 97.1432432432432 80.8168008541559 25.5327702702703 1.99024147107745 12.6787162162162 1.51264659266387
10 38.8923076923077 50.9880346367004 25.9433661121833 2.50350074324063 10.0423061605857 2.41452649129525
11 11.945 19.337965183439 25.4523298755842 3.6553380106203 6.53817284009094 3.75801076466106
12 11.5525 27.3369289770712 24.3486118525523 4.05142027900256 4.77031712684382 4.36941592382803
