"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 10.0725 16.3976231470233 25.3532972776924 2.62655649817666 4.83773990868749 1.45596494620589
2 6.8825 11.4834080418842 27.3083409242418 2.71838405122954 6.13858870152836 1.46424528173088
3 1.42894736842105 3.76627336743313 29.8486075119888 2.30313047599057 8.45939370923063 1.4255078097721
4 4.64736842105263 10.3371473100293 31.4569872958258 2.44505585156145 10.7985420447671 1.29751375205815
5 19.8162162162162 18.5175969390306 33.222406277245 1.85546583538082 13.2084568439407 1.45020946720047
6 144.605263157895 103.160821568489 31.3670192159559 2.32458169095221 14.3274979991207 1.26565680705215
7 198.169444444444 71.8479299610124 28.4359020310633 2.40015016787601 13.7754480286738 1.0073227583325
8 171.511111111111 109.661918843528 28.3660394265233 2.43159834067949 13.4344086021505 1.19897905134809
9 145.997058823529 174.06991539503 28.1282961460446 2.32875409661252 13.1201757944557 1.09485803224667
10 35.1428571428571 29.9054125114333 28.4121100404971 2.06588599157464 10.1497570171764 2.17234691001614
11 11.1736842105263 15.6660535779881 27.3776121337827 2.6024645029145 6.90901737101374 1.78902090185592
12 7.34473684210526 11.7227359911441 25.7863396931309 2.42674553297507 5.53999004673877 1.71098949127593
