"anio" "ppAcc" "mTmax" "mTmin"
1970 673 25.2030386740331 9.21270718232044
1971 770.5 24.7003311258278 10.5973509933775
1972 546 22.8041095890411 11.5454794520548
1973 891.5 23.1803278688525 12.4688524590164
1974 425.4 23.9807692307692 10.1318681318681
1975 522.5 23.6129120879121 10.0480769230769
1976 667.6 24.2182320441989 9.17265193370166
1977 646.8 24.7877492877493 7.80484330484331
1978 641.8 24.4201101928375 7.74380165289256
1979 418 25.2933884297521 8.40633608815427
1980 517.5 24.7936288088643 7.18836565096953
1981 461 24.4056338028169 6.93661971830986
1982 499 25.6385674931129 7.65289256198347
1983 644 24.8701704545455 6.99289772727273
1984 797 24.9234972677596 6.88934426229508
1985 721.6 25.0302197802198 7.59340659340659
1986 646.8 25.2190082644628 8.07438016528926
1987 461.9 25.9862258953168 7.71157024793388
1988 651.5 26.4617486338798 7.91420765027322
1989 361.5 26.4431137724551 7.3374251497006
1990 758.2 26.2486187845304 8.44005524861879
1991 738 27.9130434782609 8.37290969899666
1992 779.7 29.155737704918 7.85273224043716
1993 618.7 29.4640718562874 9.01706586826347
1994 29.5 32.887417218543 3.78476821192053
1995 566.4 31.3982035928144 6.64071856287425
1996 533.1 29.5737704918033 6.98224043715847
1997 538 26.6246575342466 7.15068493150685
1998 493.5 28.8246575342466 7.47945205479452
1999 481.2 27.8621700879765 7.21700879765396
2000 449.5 27.7242424242424 7.92424242424242
2001 625.2 26.1616766467066 8.1377245508982
2002 704.2 25.7835616438356 8.21369863013699
2003 578.1 25.2630136986301 7.95342465753425
2004 703.2 24.3306010928962 8.19398907103825
2005 532.2 25.572602739726 8.24712328767123
2006 360 25.0718562874251 8.05089820359281
2007 553.2 25.022754491018 8.15419161676647
2008 499.6 25.2567164179104 8.1044776119403
2009 257.8 25.8945054945055 8.21236263736264
