id	lat	lon
13069	20.433100	-99.283600
13082	20.064400	-98.345000
13085	19.725000	-98.399200
13012	20.371400	-99.648900
13060	20.271900	-98.941700
13042	20.646700	-98.655000
13093	20.471700	-98.668900
15170	19.484700	-98.886400
13084	19.963900	-99.312500
24091	21.241100	-98.758900

21.946461	-98.513443
21.944115	-98.511742
21.945740	-98.508965
21.940241	-98.497299
21.922564	-98.486130
21.909576	-98.474960
21.843182	-98.477348
21.837622	-98.476471
21.827904	-98.474953
21.815819	-98.467171
21.819008	-98.457001
21.830181	-98.438553
21.843653	-98.424995
21.851934	-98.413727
21.840349	-98.407043
21.820377	-98.401657
21.789322	-98.396263
21.765154	-98.384697
21.757259	-98.371933
21.755356	-98.358864
21.760941	-98.347298
21.698729	-98.329742
21.690840	-98.328247
21.677361	-98.329239
21.663485	-98.332733
21.652802	-98.333725
21.648602	-98.320961
21.647198	-98.309395
21.643997	-98.299721
21.636110	-98.304008
21.629128	-98.312782
21.622139	-98.316071
21.601271	-98.314774
21.587296	-98.318665
21.579407	-98.315567
21.562225	-98.303497
21.527866	-98.279663
21.518175	-98.266998
21.517670	-98.256927
21.498598	-98.255432
21.487516	-98.254433
21.474035	-98.251434
21.460155	-98.247147
21.443380	-98.245651
21.431799	-98.246147
21.414623	-98.243256
21.391857	-98.239960
21.371883	-98.232079
21.356607	-98.231583
21.339436	-98.234070
21.325956	-98.235565
21.311081	-98.235565
21.290213	-98.233467
21.272537	-98.230080
21.253962	-98.223289
21.222904	-98.211624
21.214512	-98.201050
21.159761	-98.135826
21.149973	-98.127251
21.143478	-98.118874
21.131392	-98.106308
21.116108	-98.093544
21.102119	-98.073196
21.101709	-98.052856
21.102701	-98.047073
21.101027	-98.048164
21.099409	-98.049339
21.097889	-98.050629
21.096424	-98.052002
21.094936	-98.053345
21.093351	-98.054565
21.091730	-98.055733
21.090187	-98.056999
21.088762	-98.058403
21.084591	-98.062721
21.083147	-98.064102
21.081642	-98.065483
21.079927	-98.066406
21.077963	-98.066788
21.075945	-98.067009
21.073954	-98.067268
21.071957	-98.067474
21.069969	-98.067490
21.067989	-98.067200
21.066044	-98.066681
21.064161	-98.066025
21.062346	-98.065155
21.060642	-98.064117
21.059069	-98.062874
21.057640	-98.061470
21.056131	-98.060135
21.054415	-98.059151
21.052544	-98.058418
21.050623	-98.057854
21.048653	-98.057411
21.046663	-98.057182
21.044695	-98.057343
21.040800	-98.058357
21.038874	-98.058907
21.036966	-98.059502
21.035078	-98.060158
21.033237	-98.060959
21.031504	-98.062103
21.029633	-98.062057
21.027760	-98.061127
21.026802	-98.059425
21.025496	-98.056709
21.024675	-98.054886
21.024263	-98.052948
21.023796	-98.046959
21.023451	-98.044998
21.022926	-98.043060
21.022276	-98.041161
21.021326	-98.039391
21.019672	-98.038330
21.017742	-98.037750
21.015774	-98.037376
21.013824	-98.036926
21.011892	-98.036407
21.009918	-98.036148
21.007914	-98.036095
21.004932	-98.035759
20.999952	-98.035263
20.997971	-98.035011
20.996014	-98.034622
20.993134	-98.033768
20.991232	-98.033134
20.989370	-98.032402
20.987579	-98.031517
20.985874	-98.030472
20.984261	-98.029282
20.982456	-98.028435
20.980591	-98.027702
20.978746	-98.026917
20.976944	-98.026054
20.975397	-98.024780
20.973597	-98.023956
20.970757	-98.022964
20.966961	-98.021675
20.965031	-98.021172
20.963043	-98.021004
20.959032	-98.020973
20.957037	-98.021065
20.955046	-98.021233
20.953054	-98.021439
20.951069	-98.021675
20.949089	-98.022011
20.947224	-98.022697
20.945436	-98.023613
20.943707	-98.024628
20.942118	-98.025833
20.940744	-98.027290
20.939339	-98.028717
20.937923	-98.030128
20.936737	-98.031738
20.935320	-98.033142
20.933516	-98.034012
20.931559	-98.034401
20.929567	-98.034622
20.927568	-98.034515
20.925627	-98.034050
20.922747	-98.033188
20.920839	-98.032578
20.918964	-98.031891
20.917183	-98.030968
20.915337	-98.030205
20.913418	-98.029633
20.911453	-98.029251
20.909468	-98.028954
20.907480	-98.028786
20.905489	-98.029060
20.903763	-98.030052
20.902527	-98.031563
20.902239	-98.033562
20.901625	-98.035461
20.900936	-98.037338
20.900421	-98.039276
20.900009	-98.041237
20.899763	-98.043221
20.899540	-98.045204
20.898924	-98.047104
20.898109	-98.048935
20.897303	-98.050797
20.896370	-98.052567
20.895082	-98.054047
20.893476	-98.055275
20.891787	-98.056366
20.890032	-98.057327
20.888243	-98.058228
20.886499	-98.059204
20.884789	-98.060242
20.881388	-98.062347
20.877932	-98.064392
20.876320	-98.065552
20.874990	-98.067062
20.873947	-98.068771
20.873083	-98.070580
20.872543	-98.072495
20.872217	-98.074478
20.871822	-98.076469
20.871874	-98.078407
20.872612	-98.080269
20.872828	-98.082260
20.873123	-98.084236
20.873440	-98.086220
20.873684	-98.088196
20.873766	-98.090195
20.873640	-98.092201
20.873192	-98.094139
20.871975	-98.096893
20.871256	-98.098801
20.870447	-98.100647
20.869087	-98.101997
20.867344	-98.103012
20.865524	-98.103951
20.862019	-98.105873
