"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 9.6725 20.2734762619436 21.3895161290323 1.82179744841777 3.10975806451613 1.13766438677841
2 6.375 17.3385408843997 23.3563577586207 2.07096457060296 4.2824815270936 1.18892646364255
3 9.585 16.7501787208223 25.9875472747497 2.49017110860604 6.10742491657397 1.39029441444896
4 16.9725 21.2512441566401 27.7375 2.6130527877934 7.95333333333333 1.33561343504146
5 48.2625 38.4666201450636 27.7547580645161 2.24785883308838 9.43145161290322 1.17825327097566
6 84.775 57.6398266425621 25.3295833333333 2.53939750885465 9.87375 1.20592605772292
7 83.4575 52.2248928145112 23.3565322580645 2.25660888773171 9.33153225806451 1.32983073805784
8 73.1725 52.3033312048879 23.4929838709677 2.18539999808538 9.08806451612903 1.29611730252371
9 64.27 43.8970952838451 22.5791666666667 2.1022398514828 8.77083333333333 1.32269662178307
10 34.2666666666667 31.1753557640894 22.3110835401158 2.18429497290438 7.0413564929694 1.41415447843364
11 9.9825 14.9363416297985 22.2551005747126 1.43802508046807 4.75897126436782 1.28922115993477
12 6.03333333333333 11.5282338386501 21.5874276261373 1.38713937528291 3.40363937138131 1.48951870136312
