"anio" "ppAcc" "mTmax" "mTmin"
1970 -3.71596208816006 9.88456253356972 -23.3339733734225
1971 12.7039050914484 26.9678958669037 -21.014528928978
1972 -12.4846869694169 28.5027017571307 -28.9944151404907
1973 54.9657203034667 20.3780937360057 -14.9364847889476
1974 34.4022007780094 14.4739841469637 -6.12552588483798
1975 49.3950009671388 20.3643951058687 -7.67347109031737
1976 25.6678630531497 12.2566026064297 -6.35665096905087
1977 -33.0825936512712 25.1863129140877 -6.95292314511197
1978 17.3977519396505 3.63562798258073 33.6005015124222
1979 9.52309312471793 11.9287786675117 16.5840631562579
1980 7.13318575512048 26.7090436080507 -17.4920319814811
1981 27.3528337166069 14.9671348318957 -22.2104573916873
1982 -21.3393797416665 28.3424772976487 -30.511827254701
1983 -27.6494229405317 32.0630252428547 -25.9912793094955
1984 -1.10253820198154 21.8686244643527 -27.7391646302531
1985 16.2113950439511 24.9945320921697 -30.2652519122353
1986 -9.71652087945151 8.25480606477271 -17.3611423231942
1987 -29.4203614949816 -5.90957749687128 -6.36114232319417
1988 -46.6139396935245 -9.88000941542829 -0.536978837903277
1989 0.427690257688765 -14.8410843461863 -3.74470396702978
1990 36.6029787874229 -19.6082076338573 1.74296726584692
1991 15.16258677384 -13.4986185927623 5.54296726584693
1992 -3.28612263319649 -22.5945090037203 6.94022753981952
1993 -22.6976724193514 -12.5397144831733 6.63885767680584
1994 8.66341421479078 -9.9917692776933 10.7758439781757
1995 -20.6688301919233 -3.14245420920027 14.9402275398195
1996 6.41105547078167 -15.6630021544053 0.200501512422324
1997 -11.5734273248942 -12.4575227023513 8.20050151242232
1998 -12.3471383438286 -0.786289825638278 12.3922823343401
1999 -32.9450450256829 -12.2109473598853 -3.79949848757767
2000 -29.9533624191365 -8.02208591816029 -3.07796244446068
2001 -26.1191944808614 -20.2931391407073 -0.785799857440672
2002 -10.9716520879452 -5.3753309215293 5.43337822475103
2003 24.1376345934793 -1.77259119550129 11.5977617863949
2004 9.78099679769607 -17.6942170657013 7.19526159925512
2005 -21.0814760686883 -9.50432635531929 21.8493599599112
2006 2.59408111070517 -19.8547829763233 20.2826932932442
2007 23.2779556835522 -34.8410843461863 41.4881727452992
2008 24.2064089062735 -34.5521405629693 37.8783217085452
2009 -29.2484257129962 -25.7451939352273 41.9813234302302
