"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 6.92 9.8171801267485 18.6812903225806 1.13758856373233 -1.15645161290323 1.68758531105106
2 12.0975 14.1516056441554 19.6731527093596 1.08909224059139 0.203441434044883 1.84713807873154
3 20.44 23.2099536560922 21.7563820912125 1.52837943469708 2.54528642936596 1.81730677743686
4 38.7075 29.7701570368717 22.4022557471264 1.81507835254808 4.78229885057471 1.5630844165557
5 62.585 46.7270061373945 22.2733870967742 1.81963005122096 6.09274193548387 1.47556179524811
6 98.91 55.3516997631208 20.5238591954023 1.39447107305588 7.18783045977012 1.60216863949426
7 111.9425 49.8903509888924 19.5328476084538 1.17861896131169 7.11228309232481 1.19878498038798
8 96.89 47.594913539913 19.4835483870968 0.889354312190511 6.88548387096774 1.23386515619493
9 112.2475 57.9719825676207 18.9662097701149 1.54266447847861 7.19883333333333 1.55946163100429
10 62.7825 52.0265212816181 18.575 1.37581030605204 4.75403225806452 2.00054939891252
11 17.935 19.7639473634346 18.5707471264368 1.17816719355975 1.33442816091954 2.17054098528553
12 7.3225 8.92706881861609 18.4082258064516 1.20615654136765 -0.355241935483871 1.53678312935491
