"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 21.51 25.1130040886982 18.4416937988379 2.5032267832465 4.47234033760769 1.4473429173655
2 15.4875 18.4110778734309 19.6881720945083 2.71519781994135 5.12227718482029 1.36343255934064
3 16.0325 28.929475586196 22.0720781637717 2.89645997866409 6.32268610421836 1.39740522555014
4 28.7125 29.8803441738665 23.2929310344828 3.06248226872739 7.92787068965517 1.62528355616214
5 51.205 51.2910845954183 24.104502688172 3.86794568047701 8.83016801075269 1.95552278391842
6 146.7175 121.747180007356 22.3701662561576 3.28699622324993 8.60733908045977 1.96425798920455
7 152.23 107.978481237034 21.5320967741935 2.85081587935682 8.67717741935484 2.1411888674914
8 165.5975 103.831612911211 21.3842223502304 2.95476759779462 8.33088709677419 2.45708238950859
9 227.1225 129.741669338808 20.4189571577847 2.7451838286871 7.61755721003135 1.73403679170894
10 140.7575 110.644943544887 19.5818125422964 2.82759509074939 6.33628186329799 2.09002839570193
11 43.874358974359 42.8938697493974 19.1899410551135 2.64632599768875 5.38262599469496 1.89043983844404
12 15.0225 21.7724183020157 18.5257258064516 2.79233096681175 4.65613799283154 1.5718789461754
