"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 13.52 25.2114564922683 24.2665322580645 1.73199299108778 6.40112903225806 1.17610360783534
2 5.8125 7.93709846551509 26.3181958128079 1.90784602499736 7.46806650246305 1.04607916054605
3 4.0525 9.53197015984655 29.1417741935484 1.62396536526006 9.6758064516129 1.1662377381386
4 7.775 11.4624638242865 31.2420545977012 1.84883351317439 12.0266120689655 1.11061443719573
5 27.195 21.2382450141732 32.3134139784946 1.85091621605888 14.2973387096774 1.03028511101861
6 108.79 76.9900053453493 30.2304166666667 2.071898146676 15.36375 0.782709221276472
7 143.965 83.082638965285 27.9219623655914 1.66417268309459 14.6026747311828 0.690533941889212
8 135.325 74.6406974642434 27.7907258064516 1.33240659664247 14.4159811827957 0.722130742853035
9 105.005 66.8915155019966 27.4016666666667 1.07769274490537 13.9308333333333 0.865997029267912
10 38.46 37.3716319123861 27.2370967741936 1.21538603389968 11.55 1.32378951793649
11 9.8025 12.294578490392 26.26575 1.28781468369644 8.58625 1.09353114415999
12 5.7975 7.1139980284449 24.6882004806928 1.4151640707043 7.06899600746862 1.13773365576933
