"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 13.435 26.6183043826072 23.6773559907834 1.3850304911545 7.4198185483871 1.21035434447711
2 5.5925 8.52917729822844 25.5504954615946 1.23459121746978 8.58171923462871 1.43194753606666
3 4.695 10.4962740641986 28.2095578420467 1.17815666112652 10.8636401557286 1.38374070249653
4 8.3825 10.4408686027307 30.3066369047619 1.69796396870265 13.4553273809524 1.14943347222645
5 25.925 23.0949073085333 31.5220967741935 1.24048814077229 15.4846774193548 1.41421332653875
6 113.155 71.6048950840653 29.5271428571429 1.5411406436144 16.1276038359788 1.25009446324776
7 176.5175 84.8619992497623 27.3835904628331 1.42313947516737 15.0665217391304 1.26311003270424
8 159.9775 71.1915886975565 27.2940322580645 1.17456491414183 14.9967741935484 0.832188172314207
9 116.335 70.1466798380914 26.9461206896552 1.20499918046563 14.5910775862069 0.84663558026551
10 40.225 37.6948935533714 26.7075 1.33697714181839 12.373064516129 1.0933214640205
11 9.735 12.1940832647094 25.5484934318555 1.1035195737442 9.73414162561576 1.25567410530523
12 6.7925 8.69421816422727 23.9135672043011 1.22499527958784 8.16287442396313 1.2595063705483
