"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 12.585 24.669679822894 25.1684946236559 1.78537382144777 7.45020161290323 1.62326831577962
2 5.0875 6.85506316715178 27.0990116995074 1.36439378609461 8.67832512315271 1.56683657919229
3 2.9825 5.65213313487563 29.8356535038932 1.37077730463318 11.2438125695217 1.32624849034077
4 4.9875 7.14340963980446 32.137 1.89580370315908 14.025 1.38895726327425
5 31.86 26.849235294463 32.9900222469411 1.3054914836501 15.7008620689655 1.36724939963535
6 119.475 60.9270339138421 31.3137797619048 1.62161943996747 15.9155892857143 1.16608917828192
7 182.2575 66.5841010032444 28.9760483870968 1.26797266635455 14.995564516129 1.03674162962413
8 147.055 66.5148757219593 28.7552419354839 1.01180950351866 14.6373387096774 1.10248764539319
9 112.485 65.263071389412 28.32175 1.20003109824377 14.2035 1.37446492049226
10 35.43 27.2173511776625 28.1136693548387 1.23010293504619 12.465564516129 1.58401042605683
11 8.7275 14.9942892975446 27.136933908046 1.71538605721157 9.70488505747126 1.75941456166093
12 8.03846153846154 14.2031059498788 25.553570443893 1.40474965062926 7.89110835401158 1.45987949298659
