"anio" "ppAcc" "mTmax" "mTmin"
1970 3.93492569917507 30.4185005130631 -33.6758483062312
1971 42.237113867708 15.3875407607411 -8.10285639016657
1972 -0.795361690420753 14.3117953941011 -0.0286330935419699
1973 56.2965791645623 13.0652200516361 8.14944909823854
1974 17.4031050723299 7.02412416122506 3.75218882426653
1975 19.7846733761194 10.7528912845121 4.21794224892354
1976 68.8942542611595 2.91453512012907 3.45081896125254
1977 27.4878149932043 6.46066393266207 1.18252258647054
1978 16.7789699306471 -0.662694209279948 2.36519308857854
1979 -26.0892595375651 9.02412416122505 2.16314772837555
1980 3.14654446757577 4.12001457218405 4.13575046810154
1981 14.561647716774 -3.68820460589895 0.437120331115644
1982 -21.1618768400695 0.791247448896044 7.87547649549953
1983 10.1434278980196 -8.00327309904894 1.87547649549954
1984 -1.64944135798667 -11.72930049631 4.02616142700554
1985 0.436483983953162 -11.400533373022 4.97136690645855
1986 33.0557574413744 -11.359437482611 2.25903813933455
1987 -70.156485462168 -9.56484019163995 -2.89744089063337
1988 -20.7512616152782 -8.08157278997193 1.71754159261054
1989 -63.0939035957575 -5.69995719108594 4.68411540876653
1990 -57.0003736598546 -6.12656077028195 -2.87794816203506
1991 26.9950767234548 -0.647108715487938 6.61246279686853
1992 31.232625843301 -21.2441657680239 2.63477199452053
1993 10.2912493789445 -2.08546487987093 1.76588745440354
1994 -39.9352049175279 4.08713785985505 7.50561348180053
1995 -5.08218463724198 5.84604196944404 4.41246279686855
1996 -18.8624315812382 -7.92216672881196 -0.69660973850036
1997 -30.01474108657 -0.639770163628945 -8.54654668679796
1998 -3.57112061000997 3.05803203417405 9.53037639012553
1999 -53.4690827266493 -8.49839699386195 4.97944947770254
2000 -40.592189277194 -0.279667559050942 2.63279882956454
2001 63.063518069123 -3.37313611274794 -2.87794816203506
2002 -1.28809996017032 25.873439229718 3.73849019412953
2003 44.2901899916645 -14.126560770282 3.28643539960854
2004 -24.1183064585669 2.41936332583307 -8.53813979314516
2005 -37.192295215922 2.16111046259506 -2.57657829902136
2006 -7.8579435568312 7.59946662697807 0.897394303718535
2007 32.7108406525497 -13.2498484415149 -12.2341125455968
2008 14.1181832739994 -10.312877111326 -19.9315824160961
2009 -14.1814180186173 -6.61971145521395 -2.27520843600766
