"mes" "mApp" "sdApp" "mmTmax" "sdTmax" "mmTmin" "sdTmin"
1 12.1075 24.014273399857 24.5913709677419 2.03811743283564 4.09677419354839 1.33896247625559
2 4.35 6.08613388293633 26.8685406403941 2.14577008867926 5.35730911330049 1.4362040638644
3 2.68717948717949 5.24560866405513 29.5689826302729 2.10240221766114 7.63358147229115 1.31905586833259
4 5.29 9.3903878841816 31.0821034482759 1.59796353592678 10.4502442528736 1.03331357191624
5 26.625641025641 24.618037011281 32.3978494623656 1.49738409163378 13.1956162117452 1.30440206611482
6 116.4725 68.757216824015 30.8751094164456 1.63232639296243 14.7566889920424 1.11365795611924
7 150.961538461538 75.2344602432766 28.7353184449959 2.02813308542907 14.1952026468156 1.16383301895745
8 131.151282051282 55.4941337430547 28.4437551695616 1.3325891124955 13.8618693134822 1.02186509158526
9 101.017948717949 51.4522204103496 27.9948717948718 1.41830737728612 13.3619658119658 1.17012387956885
10 35.61 28.9999628646977 27.8781451612903 1.38811040493108 10.673064516129 1.63776480806329
11 6.62051282051282 9.4704020780307 27.1980253463012 1.88223868526005 7.08564692012968 1.37615377645718
12 5.81 9.36922950612597 25.4382258064516 1.71510842833402 4.94475806451613 1.50831790841029
